priority_rank,mapping_status,priority,triage_status,suggested_action,public_impact,current_mapping_state,known_canonical_institutions,existing_mapping_authors,suggested_author_matches,raw_affiliation_evidence,paper_id,title,year,venue,is_key_paper,is_curated_paper,total_authors,mapped_authors,missing_authors,missing_author_names,marker_count,doi,arxiv_id,openalex_id,url
293,complete,,complete,No mapping action needed,none,confirmed,Korea AI Safety Institute (AISI) | Sungkyunkwan University,Dahye Kim; Jaehyun Choi; Hyun Seok Seong; Seongho Kim; Donghun Lee; Sungwon Yi; Jang-Ho Choi | Hyun Seok Seong,,"Korea AI Safety Institute (AISI), ETRI, Seongnam, South Korea | Department of Artificial Intelligence, Sungkyunkwan University, Suwon, South Korea",curated:c87f234ea256991903e1,Dissect and Prune: Enhancing Robustness in AI-Generated Image Detection,2026,International Conference on Machine Learning,false,true,7,7,0,,2,10.48550/arxiv.2606.10309,2606.10309,W7164168158,https://doi.org/10.48550/arxiv.2606.10309
294,complete,,complete,No mapping action needed,none,confirmed,University of Science and Technology of China | Hefei University of Technology,Chao Wang; Kejiang Chen; Zijin Yang; Yuang Qi; Weiming Zhang; Nenghai Yu | Yaofei Wang,,"University of Science and Technology of China, Hefei, China Yaofei Wang is with Hefei University of Technology, Hefei, China. | Hefei University of Technology, Hefei, China.",curated:0b6c1b00c1b39838db42,DNA: Dual-Stage Native Attribution for Generated Image Source Tracing,2026,arXiv,false,true,7,7,0,,2,,2607.13685,W7168591575,https://doi.org/10.48550/arxiv.2607.13685
295,complete,,complete,No mapping action needed,none,confirmed,Fujian University of Technology | Beijing Institute of Graphic Communication | Hunan University | Swinburne University of Technology | Changsha Medical University,Shaowei Weng; Rui Li | Lifang Yu | Gaobo Yang | Pei‐Wei Tsai | Shaowei Weng,,"Fujian Provincial Key Laboratory of Big Data Mining and Applications, Fujian University of Technology, Fuzhou, China | School of Computer Science and Mathematics, Fujian University of Technology, Fuzhou, China | Department of Information Engineering, Beijing Institute of Graphic Communication, Beijing, China | School of Computer, Hunan University, Changsha, China | Department of Computing Technologies, Swinburne University of Technology, Melbourne VIC, Australia | School of Information Engineering, Changsha Medical University, Changsha, China",curated:6f55b599c4d1588c62f7,DTBF: Combining Local Statistical Artifacts and Concept Alignment for Synthetic Image Detection,2026,IEEE Signal Processing Letters,false,true,5,5,0,,5,10.1109/lsp.2026.3710437,,W7167493723,https://doi.org/10.1109/lsp.2026.3710437
296,complete,,complete,No mapping action needed,none,confirmed,Nanjing University of Information Science and Technology,Jiazhen Yan; Ziqiang Li; Fan Wang; Ziwen He; Zhangjie Fu,,"Engineering Research Center of Digital Forensics, Ministry of Education, Nanjing University of Information Science and Technology, Nanjing, China",curated:ab6b43e21ae47dadafe0,Dual Frequency Branch Framework with Reconstructed Sliding Windows Attention for AI-Generated Image Detection,2026,IEEE Transactions on Information Forensics and Security,false,true,5,5,0,,1,10.1109/tifs.2026.3664000,2501.15253,W7128716584,https://doi.org/10.1109/tifs.2026.3664000
297,complete,,complete,No mapping action needed,none,confirmed,Guangdong University of Technology | Guangdong Technion-Israel Institute of Technology,Junyi Li; Yingzhang Liang; Wujian Ye; Peng Wang; Guohao Zhang; Yijun Liu | Teng Lei,,"School of Integrated Circuits, Guangdong University of Technology, Guangzhou, 510006, Guangdong, China | Technion-Israel Institute of Technology, Shantou, 515041, Guangdong, China",curated:983a33a1268421bbfc71,Dual-Branch AIGC Image Detection Leveraging Integrated Semantic and Frequency-Domain Features,2026,Computer Vision and Image Understanding,false,true,7,7,0,,2,10.1016/j.cviu.2026.104893,,W7172206884,https://doi.org/10.1016/j.cviu.2026.104893
298,complete,,complete,No mapping action needed,none,confirmed,Can Tho University | Can Tho University of Technology,Linh Thuy Thi Pham; Cu Vinh Loc; Hai Thanh Nguyen | Linh Thuy Thi Pham; Truong Nhat Tran,,"College of Information and Communication Technology, Can Tho University, Can Tho, Vietnam | Faculty of Information Technology, Can Tho University of Technology, Can Tho, Vietnam",curated:aeb3a6e4747e1a1b3181,Dual-Stream Framework for Real/Fake Classification and Source Attribution of AI-Generated Images Using Spatial and Frequency Features,2026,Pattern Analysis and Applications,false,true,4,4,0,,2,10.1007/s10044-026-01719-7,,W7168264311,https://doi.org/10.1007/s10044-026-01719-7
299,complete,,complete,No mapping action needed,none,confirmed,Hefei University of Technology,Rui Sun; Yifan Zhang; Xiaolu Yu; M Li; Jun Gao,,"Key Laboratory of Knowledge Engineering with Big Data (Ministry of Education), School of Computer and Information, Anhui Province Key Laboratory of Industry Safety and Emergency Technology, Hefei University of Technology, Hefei, China",curated:52edb9369ffaae37bd81,Dual-Tree Complex Wavelet Driven Hierarchical Spatial-Frequency Fusion Learning for Robust Deepfake Detection,2026,IEEE Transactions on Dependable and Secure Computing,false,true,5,5,0,,1,10.1109/tdsc.2026.3712721,,W7168127486,https://doi.org/10.1109/tdsc.2026.3712721
300,complete,,complete,No mapping action needed,none,confirmed,Mannheim University of Applied Sciences,Ahmed Abdullah; Nikolas Ebert; Oliver Wasenmüller,,"Mannheim University of Applied Sciences, Mannheim, Germany",curated:20975a1b80c227684804,DualSight: Learning to Disentangle Artifact and Semantic Features for Detection of Diffusion-Generated Images,2026,International Conference on Pattern Recognition,false,true,3,3,0,,1,10.1007/978-3-032-31335-5_18,,W7172283793,https://doi.org/10.1007/978-3-032-31335-5_18
301,complete,,complete,No mapping action needed,none,confirmed,Indian Institute of Science | Hugging Face,Shyam Marjit; Dheeraj Baiju; Anuj Shikarkhane; Akhil Sakthieswaran; Anirban Chakraborty | Sayak Paul,,Indian Institute of Science | Hugging Face,curated:667ce5c1fb4da14bbb19,DynEval: Holistic Evaluations of T2I Generative Models in the Wild,2026,European Conference on Computer Vision,false,true,6,6,0,,2,,2607.11199,W7168241537,https://doi.org/10.48550/arxiv.2607.11199
302,complete,,complete,No mapping action needed,none,confirmed,Zhejiang University | George Mason University | Hangzhou High-Tech Zone (Binjiang) Institute of Blockchain and Data Security,Fanli Jin; Feng Lin; Gaojian Wang; Tong Wu | Zhisheng Yan,,"State Key Laboratory of Blockchain and Data Security, Zhejiang University Hangzhou High-Tech Zone (Binjiang) Institute of Blockchain and Data Security | Department of Information Sciences and Technology, George Mason University",curated:6a5bef99dcdc1ad4ba28,DySy-Det: A Synergistic Framework with Dynamic Reconstruction-Path Consistency for AI-Generated Image Detection,2026,AAAI Conference on Artificial Intelligence,false,true,5,5,0,,3,10.1609/aaai.v40i42.40868,,W7139090785,https://doi.org/10.1609/aaai.v40i42.40868
303,complete,,complete,No mapping action needed,none,confirmed,"Hebei University | China Mobile Communications Group Beijing Co., Ltd.",Xiaoqian Chen; Enting Guo | Yue Yu; Hongya Wang; Jiameng Zhang,,"Hebei University | China Mobile Communications Group Beijing Co., Ltd.",curated:634d12d4ee0e1b3d8064,Efficient AI-Generated Image Detection via Confidence-Aware Cascading,2026,International Conference on Big Data Science and Engineering,false,true,5,5,0,,2,10.1109/icbdse70225.2026.11635577,,W7202124844,https://doi.org/10.1109/icbdse70225.2026.11635577
304,complete,,complete,No mapping action needed,none,confirmed,Nanyang Technological University | University of Oregon | Boston University | Shandong University,Peizhuo Lv | Yingjiu Li | Shengzhi Zhang | Qianyun Yang; Yuxuan Chen; Zhiwei Chen; Zixu Li; Yupeng Hu,,"School of Cyber Science and Technology, National Graduate School for Elite Engineers, Shandong University, Qingdao, China | School of Cyber Science and Technology, Shandong University, Qingdao, China | Nanyang Technological University, Singapore | University of Oregon, Eugene, OR, USA | Boston University MET College, Boston, MA, USA | School of Software, Shandong University, Jinan, China | Qianyun Yang, School of Cyber Science and Technology, National Graduate School for Elite Engineers, Shandong University, Qingdao, China Yuxuan Chen, School of Cyber Science and Technology, Shandong University, Qingdao, China Zhiwei Chen, School of Software, Shandong University, Jinan, China Zixu Li, School of Software, Shandong University, Jinan, China Yupeng Hu, School of Software, Shandong University, Jinan, China",curated:8705551f18f94daa53d4,ERASE: Bypassing Collaborative Detection of AI Counterfeit via Comprehensive Artifacts Elimination,2026,IEEE Transactions on Dependable and Secure Computing,false,true,8,8,0,,4,10.1109/tdsc.2026.3677794,,W7140557520,https://doi.org/10.1109/tdsc.2026.3677794
305,complete,,complete,No mapping action needed,none,confirmed,The University of Tokyo | National Institute of Informatics,Chenyang Zhu; Isao Echizen | Chenyang Zhu; Maorong Wang; Jun Liu; Ching-Chun Chang; Isao Echizen,,"The University of Tokyo, Tokyo, Japan | National Institute of Informatics, Tokyo, Japan",curated:8116d19627b92530b580,EvoGuard: An Extensible Agentic RL-Based Framework for Practical and Evolving AI-Generated Image Detection,2026,arXiv,false,true,5,5,0,,2,,2603.17343,W7139144211,https://openalex.org/W7139144211
306,complete,,complete,No mapping action needed,none,confirmed,Liaoning Normal University,Hui Shi; Mingyang Liu; Chengcheng Gong,,"School of Computer Science and Artificial Intelligence, Liaoning Normal University, Dalian 116029, China",curated:41a934ce12ecfd2f17e9,EXACT: An Explainable Adaptive SemantiC-Trace Framework for AI-Generated Image Forensics,2026,Computer Vision and Image Understanding,false,true,3,3,0,,1,10.1016/j.cviu.2026.104871,,W7169504023,https://doi.org/10.1016/j.cviu.2026.104871
307,complete,,complete,No mapping action needed,none,confirmed,University of Salerno | Pegaso University | Link Campus University,Andrea Abate; Carmen Bisogni; Lucia Cimmino; Matteo Polsinelli | Lucia Cimmino | Chiara Pero,,"Department of Computer Science, University of Salerno, Via Giovanni Paolo II, 132, 84084, Fisciano, Italy | Department of Information Science and Technology, Pegaso University, Centro Direzionale Isola F2, 80143, Naples, Italy | Department of Management and Innovation Systems, University of Salerno, 84084, Fisciano, Italy | Department of Computer Science, University of Salerno, Via Giovanni Paolo II, 132, 84084, Fisciano, Italy | Department of Information Science and Technology, Pegaso University, Centro Direzionale Isola F2, 80143, Naples, Italy | Department of Human Sciences, Link Campus University, 00165, Rome, Italy",curated:46773aac10dade5fbd50,Explainability-Driven Analysis of AI-Generated Image Detectors: Insights Into Generalization and Failure Modes,2026,International Conference on Advanced Information Networking and Applications (AINA),false,true,5,5,0,,3,10.1007/978-3-032-23347-9_28,,W7166838909,https://doi.org/10.1007/978-3-032-23347-9_28
308,complete,,complete,No mapping action needed,none,missing,,,,,openalex:W7138458380,Explainable Synthetic Image Detection Through Diffusion Timestep Ensembling,2026,AAAI Conference on Artificial Intelligence,false,false,10,10,0,,2,https://doi.org/10.1609/aaai.v40i13.38060,,W7138458380,https://doi.org/10.1609/aaai.v40i13.38060
309,complete,,complete,No mapping action needed,none,confirmed,Shanghai Jiao Tong University | Ant Group,Yikun Ji; Qi Fan; Liqing Zhang; Jianfu Zhang | Yikun Ji; Yan Hong; Jun Lan; Huijia Zhu; Weiqiang Wang,,Shanghai Jiao Tong University | Ant Group,curated:411724cd949b78c1af6a,FakeXplain: AI-Generated Image Detection via Human-Aligned Grounded Reasoning,2026,International Conference on Learning Representations,false,true,8,8,0,,2,,,,https://openreview.net/pdf?id=UcpTOa8OnG
310,complete,,complete,No mapping action needed,none,pending,Changsha University of Science and Technology | Shenzhen MSU-BIT University | Hunan University of Science and Technology | Hunan University,Dengyong Zhang; Miao Hu; Jiaxin Chen; Yun Song | Changsheng Chen | Jin Wang; Xiangling Ding | Gaobo Yang; Xin Liao,,"School of Computer Science and Technology, Changsha University of Science and Technology, Changsha, China | Faculty of Engineering, Shenzhen MSU-BIT University, Shenzhen, China | School of Computer and Science and Engineering, Hunan University of Science and Technology, Xiangtan, China | College of Computer Science and Electronic Engineering, Hunan University, Changsha, China",curated:c495f498c11dab35ecbc,FALCON-Net: Feature Aggregation of Local Patterns for AI-Generated Image Detection,2026,IEEE Transactions on Information Forensics and Security,false,true,9,9,0,,0,10.1109/tifs.2026.3683286,,W7154125740,https://doi.org/10.1109/tifs.2026.3683286
311,complete,,complete,No mapping action needed,none,confirmed,Guangdong University of Technology | Hong Kong Metropolitan University,Jiacai Guo; Zili Xu; Jianjie Luo; Zhenguo Yang | Lap-Kei Lee; Fu Lee Wang,,"Guangdong University of Technology, Guangzhou, China | Hong Kong Metropolitan University, Hong Kong SAR, China",curated:c420495aae5c20e0ea2a,FANB-Net: Frequency-Awared Attention and Noise-Injected Boosting for AI-Generated Image Detection,2026,32nd International Conference on Multimedia Modeling,false,true,6,6,0,,2,10.1007/978-981-95-6960-1_26,,W7127900552,https://doi.org/10.1007/978-981-95-6960-1_26
312,complete,,complete,No mapping action needed,none,confirmed,Nanjing University of Science and Technology | University of Chinese Academy of Sciences,Bo He; Huanglei Yang; Zhichao Lian | Zhichao Lian,,"Nanjing University of Science and Technology, Nanjing, 210094, China | University of Chinese Academy of Sciences, Nanjing, 211135, China",curated:0ce4661dd62d1a9f8e89,FESA-CLIP: Frequency-Enhanced Semantic-Agnostic Decoupling for Generalizable AI-Generated Image Detection,2026,International Conference on Pattern Recognition,false,true,3,3,0,,2,10.1007/978-3-032-31397-3_32,,W7172378517,https://doi.org/10.1007/978-3-032-31397-3_32
313,complete,,complete,No mapping action needed,none,confirmed,"Institute of Automation, Chinese Academy of Sciences | Beijing Academy of Artificial Intelligence | University of Chinese Academy of Sciences | Tsinghua Shenzhen International Graduate School | Harbin Institute of Technology, Shenzhen | Peking University",Shiyu Wu; Jing Liu | Shiyu Wu; Yequan Wang | Shuyan Li | Jing Li | Yequan Wang,,"Institute of Automation, Chinese Academy of Sciences, Beijing, China | Beijing Academy of Artificial Intelligence, Beijing, China | University of Chinese Academy of Sciences, Beijing, China | Tsinghua Shenzhen International Graduate School, Tsinghua University, Shenzhen | Harbin Institute of Technology, Shenzhen, China | Peking University, Beijing, China",curated:be2900947b322f9eb905,Few-Shot Synthetic Image Attribution: Identifying Unseen Generators with Limited Samples,2026,European Conference on Computer Vision,false,true,5,5,0,,6,10.48550/arxiv.2509.25682,2509.25682,W4415338199,https://openalex.org/W4415338199
