title,year,authors,doi,arxiv_id,openalex_url,paper_url,expected_task,source_doc,section,notes,openalex_link_status,openalex_link_reason,search_strategy_used,candidate_source_query,title_similarity,candidate_title,candidate_year,candidate_openalex_url,candidate_doi,candidate_paper_url,enriched_openalex_url,enriched_doi,enriched_paper_url
Reducing the Content Bias for AI-generated Image Detection,2025,"Seoyeon Gye, Junwon Ko, Hyounguk Shon, Minchan Kwon, Junmo Kim KAIST",,,,https://openaccess.thecvf.com/content/WACV2025/papers/Gye_Reducing_the_Content_Bias_for_AI-Generated_Image_Detection_WACV_2025_paper.pdf,detection,Z_Update_SID-2018-2025.docx,Detection | Dataset,"source_suffix=WACV, 2025; auxiliary; dataset",linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search,Reducing the Content Bias for AI-generated Image Detection,1.000,Reducing the Content Bias for AI-generated Image Detection,2025,https://openalex.org/W4409262730,10.1109/wacv61041.2025.00049,https://doi.org/10.1109/wacv61041.2025.00049,https://openalex.org/W4409262730,10.1109/wacv61041.2025.00049,https://doi.org/10.1109/wacv61041.2025.00049
"Multi-Perspective Frequency Domain Learning for Generalizable AI-Generated Image Detection. ECAI, 2025",2025,"Zili Xua, Jianjie Luoa, Fuqiang Yub and Zhenguo Yang 广东工业大学",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,,not_found_in_openalex,No plausible title match; best similarity was 0.385.,search,Multi-Perspective Frequency Domain Learning for Generalizable AI-Generated Image Detection ECAI 2025,0.385,Humans Learn Language from Situated Communicative Interactions. What about Machines?,2024,https://openalex.org/W4401250184,10.1162/coli_a_00534,https://doi.org/10.1162/coli_a_00534,,,
GCS-Net: A universal AI-generated visual content detection method based on CLIP,2025,"Haitao Xu, Zhihong Chen, Haiwei Zhang, Lifang Xue, Hao Zhang 天津工业大学",,,,https://pdf.sciencedirectassets.com/271505/1-s2.0-S0950705125X00137/1-s2.0-S0950705125008524/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEAoaCXVzLWVhc3QtMSJIMEYCIQCKT7cQg0L2zugkhwTIkxzoHxMvlYJFnPTwSnvKhk1UWgIhAIN6FY9LN5huc0JkpkD8FG6hh3KxIVNe9Js23bFVtj1%2BKrsFCNP%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEQBRoMMDU5MDAzNTQ2ODY1IgwDYgGPiIKEWahH7tUqjwXq%2F9eqQmyRZ3ZCr0arNjnGtXBtGGlG8J5i9FchmN%2Fhi1zCT2KyWzH8S16XHGzRxM5n5x4zn8gV29RHu8Rr4F8J%2FkmC4bXgVlCgURBLK%2BZOIrEkHrj1SDNpX7%2BOaPaZEuXnvPnefS2a4deaPlkzvrnA0jhEwmcql6NeySyg2pthBSYpksRWOWomIQKg7ad9JSEGA7zig%2B%2BoSJOoqoxvCPjnWwwGlQh%2FasBGo8gMfuAV6MGSRFnaWhQglrY3DcQc7JQtM4aswsoGC42fprrlOlj%2F2RkPtCM8W3p9ujt4SioQMtZH014uDyBW2fuPNqfI8vwjgyRhCUmDRN6jLAAdVuzlmJN3yd3umgALJAJ4lcsJsEJcS%2F%2FxSattYdOK7j%2FYXw5N9MhzpxzCfEI%2FCH2DkcFCAx3uZ4cSf2kZ%2BBc0KhiWA2WlvP3JeLXtzkttKYvLEjRLDKkZVK16rcgEwbt7h%2F%2BtShDXuIywB4GoHWQH1IUQGL7UJZugSxvphbJ4oXmtUdD%2FOPAXOnAvg3%2BRjT%2FmP1JtSa1vFgqM8kYL%2FJcYIHtBbpgN%2Fnyxjqg5Yn%2Bys%2FNFi6KCRSAEBPH%2Frw1x3P0RMgMEDtJyjfkMU1Tnf4Y5hh%2B7B95oYWfkdHqvG4ijTS9%2FLc6pjCpuBsY8U%2F1eFIIsfkM%2BmlrdHDj1fnTSnC%2BI7bWCRpA264EJV6Jf7yZpJybshiF1EXEMV5%2FpyVkh0GbAFV87K3jkwgBk50Il5Q7miO1VM8k2Ch%2FxJKY%2FxaBnF%2Fr2ACHU6MZB5qo4sgWeoPSgZQAA0C4nQpbXpTMC9gkL69%2BZawuuUvnDc0baXb4C%2FXfy9n2UMYSenjGicazUU4iytJ6oJ3eD82wA4OMbooIK89BWMNH55MkGOrAB6zRhB8%2FvpwB1TMnJruZqsWnnjKrFEew%2FZZn913lBagEFA5JVRyBxUoHbhLhYs88RgAtXbqAAaGJ%2B7JzLyZjUl61qBiHy6QSSHspL5SaDensFPRq5qu2tN9FVYhLsT1fmMQL3uRKugb1LPCIh1PVzbFxcFkrsnqFpusiqPJRdjsgRj13Io0Fpwe8J%2BqX3A6Wb%2FbLfjPIKJOcYE%2BhfBmtTH21ClknhZteFL3KWeUBYbK8%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20251210T100535Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTYR33KXBS7%2F20251210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=bb469f5a83e9ef5295511b1828c091ed31c5b1a4d19372e9c3f6845cdb9f6b1a&hash=7cbae49bdf9439fd9104dc5a2bb999136ecbe20a3725f897371b4c772ae1de76&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S0950705125008524&tid=spdf-8795d3d5-441d-4225-a2d2-a5db8e8a7127&sid=99ccc6498d77e94955498e57b12aa6421d49gxrqa&type=client&tsoh=d3d3LnNjaWVuY2VkaXJlY3QuY29t&rh=d3d3LnNjaWVuY2VkaXJlY3QuY29t&ua=050b5707070500070d54&rr=9abbecb5df448e07&cc=cn,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=KBS, 2025",linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search,GCS-Net A universal AI-generated visual content detection method based on CLIP,1.000,GCS-Net: A universal AI-generated visual content detection method based on CLIP,2025,https://openalex.org/W4410487490,10.1016/j.knosys.2025.113806,https://doi.org/10.1016/j.knosys.2025.113806,https://openalex.org/W4410487490,10.1016/j.knosys.2025.113806,https://doi.org/10.1016/j.knosys.2025.113806
"Combating Dataset Misalignment for Robust AI-Generated Image Detection in the Real World. WDC, 2025",2025,"Hyeongjun Choi, Inho Jung, Simon S. Woo",10.1145/3709022.3736541,,,https://dl.acm.org/doi/10.1145/3709022.3736541,detection,Z_Update_SID-2018-2025.docx,Detection,,not_found_in_openalex,No plausible title match; best similarity was 0.362.,search,Combating Dataset Misalignment for Robust AI-Generated Image Detection in the Real World WDC 2025,0.362,Evolving from Single-modal to Multi-modal Facial Deepfake Detection: Progress and Challenges,2024,https://openalex.org/W4399598249,10.48550/arxiv.2406.06965,http://arxiv.org/abs/2406.06965,,,
"Art or Artifact? Segmenting AI-Generated Images for Deeper Detection. WDC, 2025",2025,"Yuqian Zheng, Hyeongjin Ahn, Eunil Park",10.1145/3709022.3736544,,,https://dl.acm.org/doi/10.1145/3709022.3736544,detection,Z_Update_SID-2018-2025.docx,Detection,,not_found_in_openalex,No plausible title match; best similarity was 0.393.,search,Art or Artifact Segmenting AI-Generated Images for Deeper Detection WDC 2025,0.393,EvoMDT: a self-evolving multi-agent system for structured clinical decision-making in multi-cancer,2026,https://openalex.org/W7119162316,10.1038/s41746-025-02304-8,https://doi.org/10.1038/s41746-025-02304-8,,,
"REVEAL: A Retrieval-Augmented Generation Approach for Contextual Identification of Synthetic Visual Content. DFF, 2025",2025,"Mamadou Keita, Wassim Hamidouche, Hessen B. Eutamene, Abdelmailk Taleb-Ahmed, Abdenour Hadid",10.1145/3746265.3759667,,,https://dl.acm.org/doi/pdf/10.1145/3746265.3759667,detection,Z_Update_SID-2018-2025.docx,Detection,,not_found_in_openalex,No plausible title match; best similarity was 0.246.,search,REVEAL A Retrieval-Augmented Generation Approach for Contextual Identification of Synthetic Visual Content DFF 2025,0.246,Exploring the Advancements and Challenges of Deepfake Face-swap: A Survey,2026,https://openalex.org/W7125510782,10.1007/s11042-026-21285-8,https://doi.org/10.1007/s11042-026-21285-8,,,
Bi-LORA: A Vision-Language Approach for Synthetic Image Detection,2025,"Mamadou Keita, Wassim Hamidouche, Hessen Bougueffa Eutamene, Abdelmalik Taleb-Ahmed, David Camacho, Abdenour Hadid. Expert Systems, 2025.",10.1111/exsy.13829,,,https://onlinelibrary.wiley.com/doi/epdf/10.1111/exsy.13829,detection,Z_Update_SID-2018-2025.docx,Detection,,linked_to_openalex,exact normalized title; similarity 1.000; year difference 1.,search,Bi-LORA A Vision-Language Approach for Synthetic Image Detection,1.000,Bi-LORA: A Vision-Language Approach for Synthetic Image Detection,2024,https://openalex.org/W4393939825,10.48550/arxiv.2404.01959,http://arxiv.org/abs/2404.01959,https://openalex.org/W4393939825,10.48550/arxiv.2404.01959,http://arxiv.org/abs/2404.01959
High‑resolution network‑based multi‑feature fusion for generalized forgery detection,2025,"Rui Liu, Sicong Zhang, Yang Xu, Weida Xu, Xinlong He",10.1007/s00530-024-01626-z,,,https://link.springer.com/article/10.1007/s00530-024-01626-z,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=Multimedia Systems, 2025",linked_to_openalex,exact normalized title; similarity 1.000; year difference 1.,search,High resolution network based multi feature fusion for generalized forgery detection,1.000,High-resolution network-based multi-feature fusion for generalized forgery detection,2024,https://openalex.org/W4405895672,10.1007/s00530-024-01626-z,https://doi.org/10.1007/s00530-024-01626-z,https://openalex.org/W4405895672,10.1007/s00530-024-01626-z,https://doi.org/10.1007/s00530-024-01626-z
Optimized frequency collaborative strategy drives AI image detection,2025,"Jun Li, Wentao Jiang, Liyan Shen, Yawei Ren",,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=10848481,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=IEEE Internet of Things Journal, 2025",linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search,Optimized frequency collaborative strategy drives AI image detection,1.000,Optimized Frequency Collaborative Strategy Drives AI Image Detection,2025,https://openalex.org/W4406657393,10.1109/jiot.2025.3531053,https://doi.org/10.1109/jiot.2025.3531053,https://openalex.org/W4406657393,10.1109/jiot.2025.3531053,https://doi.org/10.1109/jiot.2025.3531053
"FLODA: Harnessing Vision-Language Models for Deepfake Assessment. ICCE, 2025",2025,"Seunghyeon Park, Youngho Bae, Gunhui Han, Alexander W Olson",,,,https://www.researchgate.net/profile/Youngho-Bae-2/publication/389026485_FLODA_Harnessing_Vision-Language_Models_for_Deepfake_Assessment/links/67b0afec8311ce680c641e38/FLODA-Harnessing-Vision-Language-Models-for-Deepfake-Assessment.pdf,detection,Z_Update_SID-2018-2025.docx,Detection,,not_found_in_openalex,No plausible title match; best similarity was 0.327.,search,FLODA Harnessing Vision-Language Models for Deepfake Assessment ICCE 2025,0.327,A Survey on Deep-Learning-Based Techniques for Detecting AI-Generated Synthetic Images,2026,https://openalex.org/W7128592463,10.3390/engproc2026123032,https://doi.org/10.3390/engproc2026123032,,,
"Simple Detection of AI-Generated Images based on Noise Correlation. AMLDS, 2025",2025,"Antoine Mallet, Arthur Méreur, Minoru Kuribayashi, Rémi Cogranne, Patrick Bas",,,,https://hal.science/hal-05041276v1/file/conference_101719.pdf,detection,Z_Update_SID-2018-2025.docx,Detection,,not_found_in_openalex,No plausible title match; best similarity was 0.441.,search,Simple Detection of AI-Generated Images based on Noise Correlation AMLDS 2025,0.441,Multi-modal texture fusion network for detecting AI-generated images,2025,https://openalex.org/W4415418960,10.3389/frai.2025.1663292,https://doi.org/10.3389/frai.2025.1663292,,,
A Deepfake Image Detection Method Based on a Multi-Graph Attention Network,2025,"Guorong Chen, Chongling Du, Yuan Yu, Hong Hu, Hongjun Duan and Huazheng Zhu",,,,https://www.mdpi.com/2079-9292/14/3/482,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=Electronics, 2025",linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search,A Deepfake Image Detection Method Based on a Multi-Graph Attention Network,1.000,A Deepfake Image Detection Method Based on a Multi-Graph Attention Network,2025,https://openalex.org/W4406867188,10.3390/electronics14030482,https://doi.org/10.3390/electronics14030482,https://openalex.org/W4406867188,10.3390/electronics14030482,https://doi.org/10.3390/electronics14030482
HFMF: Hierarchical Fusion Meets Multi-Stream Models for Deepfake Detection,2025,"Anant Mehta, Bryant McArthur, Nagarjuna Kolloju, Zhengzhong Tu",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250110",linked_to_openalex,"exact normalized title; similarity 1.000; year difference 0. 2 strong candidates were found; selected the best by title similarity, year distance, DOI, paper URL, citation count, then OpenAlex result order.",search,HFMF Hierarchical Fusion Meets Multi-Stream Models for Deepfake Detection,1.000,HFMF: Hierarchical Fusion Meets Multi-Stream Models for Deepfake Detection,2025,https://openalex.org/W4409917519,10.1109/wacvw65960.2025.00082,https://doi.org/10.1109/wacvw65960.2025.00082,https://openalex.org/W4409917519,10.1109/wacvw65960.2025.00082,https://doi.org/10.1109/wacvw65960.2025.00082
TextureCrop: Enhancing Synthetic Image Detection through Texture-based Cropping,2025,"Despina Konstantinidou, Christos Koutlis，Symeon Papadopoulos",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250116",linked_to_openalex,"exact normalized title; similarity 1.000; year difference 0. 2 strong candidates were found; selected the best by title similarity, year distance, DOI, paper URL, citation count, then OpenAlex result order.",search,TextureCrop Enhancing Synthetic Image Detection through Texture-based Cropping,1.000,TextureCrop: Enhancing Synthetic Image Detection Through Texture-Based Cropping,2025,https://openalex.org/W4409917584,10.1109/wacvw65960.2025.00160,https://doi.org/10.1109/wacvw65960.2025.00160,https://openalex.org/W4409917584,10.1109/wacvw65960.2025.00160,https://doi.org/10.1109/wacvw65960.2025.00160
LDR-Net: A Novel Framework for AI-generated Image Detection via Localized Discrepancy Representation,2025,"JiaXin Chen, Miao Hu, DengYong Zhang, Yun Song, Xin Liao. 湖南大学",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250123",linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search,LDR-Net A Novel Framework for AI-generated Image Detection via Localized Discrepancy Representation,1.000,LDR-Net: A Novel Framework for AI-generated Image Detection via Localized Discrepancy Representation,2025,https://openalex.org/W4406786190,10.48550/arxiv.2501.13475,http://arxiv.org/abs/2501.13475,https://openalex.org/W4406786190,10.48550/arxiv.2501.13475,http://arxiv.org/abs/2501.13475
Generalizable Deepfake Detection via Effective Local-Global Feature Extraction,2025,"Jiazhen Yan, Ziqiang Li, Ziwen He and Zhangjie Fu 南信大",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250125",not_found_in_openalex,No plausible title match; best similarity was 0.535.,search,Generalizable Deepfake Detection via Effective Local-Global Feature Extraction,0.535,Deepfake detection using deep feature stacking and meta-learning,2024,https://openalex.org/W4391850633,10.1016/j.heliyon.2024.e25933,https://doi.org/10.1016/j.heliyon.2024.e25933,,,
PDA: Generalizable Detection of AI-Generated Images via Post-hoc Distribution Alignment,2025,Li Wang Wenyu Chen Zheng Li Shanqing Guo,,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250215",not_found_in_openalex,No plausible title match; best similarity was 0.886.,search,PDA Generalizable Detection of AI-Generated Images via Post-hoc Distribution Alignment,0.886,Beyond Known Fakes: Generalized Detection of AI-Generated Images via Post-hoc Distribution Alignment,2025,https://openalex.org/W4407684102,10.48550/arxiv.2502.10803,http://arxiv.org/abs/2502.10803,,,
HRR: Hierarchical Retrospection Refinement for Generated Image Detection,2025,"Peipei Yuan, Zijing Xie, Shuo Ye, Hong Chen, Yulong Wang 江汉大学",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250225",linked_to_openalex,exact normalized title; similarity 1.000; year difference 1.,search,HRR Hierarchical Retrospection Refinement for Generated Image Detection,1.000,HRR: Hierarchical retrospection refinement for generated image detection,2026,https://openalex.org/W4415187215,10.1016/j.patrec.2026.04.016,https://doi.org/10.1016/j.patrec.2026.04.016,https://openalex.org/W4415187215,10.1016/j.patrec.2026.04.016,https://doi.org/10.1016/j.patrec.2026.04.016
Generalizable AI-Generated Image Detection Based on Fractal Self-Similarity in the Spectrum,2025,"Shengpeng Xiao, Yuanfang Guo, Heqi Peng, Zeming Liu, Liang Yang, Yunhong Wang 北航&河北工大",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,source_suffix=arXiv 20250311,linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search,Generalizable AI-Generated Image Detection Based on Fractal Self-Similarity in the Spectrum,1.000,Generalizable AI-Generated Image Detection Based on Fractal Self-Similarity in the Spectrum,2025,https://openalex.org/W4414578321,10.48550/arxiv.2503.08484,http://arxiv.org/abs/2503.08484,https://openalex.org/W4414578321,10.48550/arxiv.2503.08484,http://arxiv.org/abs/2503.08484
"Provenance Detection for AI-Generated Images: Combining Perceptual Hashing, Homomorphic Encryption, and AI Detection Models",2025,"Shree Singhi, Aayan Yadav, Aayush Gupta, Shariar Ebrahimi, Parisa Hassanizadeh",,,,,detection_and_source_attribution,Z_Update_SID-2018-2025.docx,Detection,"source_suffix=arXiv, 20250314",linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search,Provenance Detection for AI-Generated Images Combining Perceptual Hashing Homomorphic Encryption and AI Detection Models,1.000,"Provenance Detection for AI-Generated Images: Combining Perceptual Hashing, Homomorphic Encryption, and AI Detection Models",2025,https://openalex.org/W4417284156,10.48550/arxiv.2503.11195,http://arxiv.org/abs/2503.11195,https://openalex.org/W4417284156,10.48550/arxiv.2503.11195,http://arxiv.org/abs/2503.11195
FakeScope: Large Multimodal Expert Model for Transparent AI-Generated Image Forensics,2025,"Yixuan Li, Yu Tian, Yipo Huang, Wei Lu, Shiqi Wang, Weisi Lin, and Anderson Rocha 港城&中山大学",,,,,detection,Z_Update_SID-2018-2025.docx,Detection,source_suffix=arXiv 20250331,linked_to_openalex,exact normalized title; similarity 1.000; year difference 0.,search,FakeScope Large Multimodal Expert Model for Transparent AI-Generated Image Forensics,1.000,FakeScope: Large Multimodal Expert Model for Transparent AI-Generated Image Forensics,2025,https://openalex.org/W4417056138,10.48550/arxiv.2503.24267,http://arxiv.org/abs/2503.24267,https://openalex.org/W4417056138,10.48550/arxiv.2503.24267,http://arxiv.org/abs/2503.24267
