title,year,risk_score,risk_level,main_reasons,current_institutions,current_countries,current_institution_authors,raw_affiliation_evidence,review_action,notes
Detection of Deep-Morphed Deepfake Images to Make Robust Automatic Facial Recognition Systems,2021,0,low,No specific local institution risk signal detected,University of North Texas | National University of Ireland | Ollscoil na Gaillimhe – University of Galway,US | IE,"University of North Texas: Alakananda Mitra, Saraju P. Mohanty, Elias Kougianos | National University of Ireland: Peter Corcoran | Ollscoil na Gaillimhe – University of Galway: Peter Corcoran","Alakananda Mitra: University of North Texas,Dept. of Computer Science and Engineering,USA | Saraju P. Mohanty: University of North Texas,Dept. of Computer Science and Engineering,USA | Peter Corcoran: National University of Ireland,School of Engineering and Informatics,Galway,Ireland | Peter Corcoran: School of Engineering and Informatics, National University of Ireland, Galway, Ireland | Elias Kougianos: University of North Texas,Dept. of Electrical Engineering,USA",No immediate action; retain OpenAlex resolution as fallback metadata.,Heuristic review priority; not a probability or correction
Detection of Deepfake Images Created Using Generative Adversarial Networks: A Review,2021,0,low,No specific local institution risk signal detected,APJ Abdul Kalam Technological University,IN,"APJ Abdul Kalam Technological University: K. Remya Revi, Kamma Vidya, M. Wilscy","K. Remya Revi: Saintgits College of Engineering, APJ Abdul Kalam Technological University, Thiruvananthapuram, Kerala, India | Kamma Vidya: Saintgits College of Engineering, APJ Abdul Kalam Technological University, Thiruvananthapuram, Kerala, India | M. Wilscy: Saintgits College of Engineering, APJ Abdul Kalam Technological University, Thiruvananthapuram, Kerala, India",No immediate action; retain OpenAlex resolution as fallback metadata.,Heuristic review priority; not a probability or correction
Detection of GAN-Generated Fake Images over Social Networks,2018,0,low,No specific local institution risk signal detected,University of Naples Federico II,IT,"University of Naples Federico II: Francesco Marra, Diego Gragnaniello, Davide Cozzolino, Luisa Verdoliva","Francesco Marra: Dep. of Electrical Engineering and Information Technology, University Federico II of Naples, Naples, Italy | Diego Gragnaniello: Dep. of Electrical Engineering and Information Technology, University Federico II of Naples, Naples, Italy | Davide Cozzolino: Dep. of Electrical Engineering and Information Technology, University Federico II of Naples, Naples, Italy | Luisa Verdoliva: Dep. of Electrical Engineering and Information Technology, University Federico II of Naples, Naples, Italy",No immediate action; retain OpenAlex resolution as fallback metadata.,Heuristic review priority; not a probability or correction
Detection of GAN generated image using color gradient representation,2023,0,low,No specific local institution risk signal detected,Liaoning University | Shenzhen University Health Science Center | Beijing Jiaotong University,CN,"Liaoning University: Yun Liu, Zuliang Wan, Xiaohua Yin, Aiping Tan | Shenzhen University Health Science Center: Guanghui Yue | Beijing Jiaotong University: Zhi Zheng","Yun Liu: College of Information, Liaoning University, Shenyang 110036, China | Zuliang Wan: College of Information, Liaoning University, Shenyang 110036, China | Xiaohua Yin: College of Information, Liaoning University, Shenyang 110036, China | Guanghui Yue: School of Biomedical Engineering, Health Science Center, Shenzhen University, Shenzhen 518000, China | Aiping Tan: College of Information, Liaoning University, Shenyang 110036, China | Zhi Zheng: Department of Electronic and Information Engineering, Beijing Jiaotong University, Beijing 100000, China",No immediate action; retain OpenAlex resolution as fallback metadata.,Heuristic review priority; not a probability or correction
Detection of GAN-Synthesized Image Based on Discrete Wavelet Transform,2021,0,low,No specific local institution risk signal detected,PLA Information Engineering University,CN,"PLA Information Engineering University: Guihua Tang, Lei Sun, Xiuqing Mao, Song Guo, Hongmeng Zhang, Xiaoqin Wang","Guihua Tang: Information Engineering University, Zhengzhou 450001, China | Lei Sun: Information Engineering University, Zhengzhou 450001, China | Xiuqing Mao: Information Engineering University, Zhengzhou 450001, China | Song Guo: Information Engineering University, Zhengzhou 450001, China | Hongmeng Zhang: Information Engineering University, Zhengzhou 450001, China | Xiaoqin Wang: Information Engineering University, Zhengzhou 450001, China",No immediate action; retain OpenAlex resolution as fallback metadata.,Heuristic review priority; not a probability or correction
Detection of real-time deep fakes and face forgery in video conferencing employing generative adversarial networks,2024,0,low,No specific local institution risk signal detected,Majmaah University | University of Wollongong in Dubai | Middle East University | King Saud University,SA | AE | JO,"Majmaah University: Sunil Kumar Sharma, Abdullah M. Al‐Enizi, Majed Alowaidi | University of Wollongong in Dubai: Manoj Kumar | Middle East University: Manoj Kumar | King Saud University: Osama Alfarraj","Sunil Kumar Sharma: Department of Information System, College of Computer and Information Sciences, Majmaah University, Majmaah, 11952, Saudi Arabia | Abdullah M. Al‐Enizi: Department of Information Technology, College of Computer and Information Sciences, Majmaah University, Majmaah, 11952, Saudi Arabia | Manoj Kumar: School of Computer Science, University of Wollongong in Dubai, Dubai Knowledge Park, Dubai, United Arab Emirates | Manoj Kumar: MEU Research Unit, Middle East University, Amman, 11831, Jordan | Osama Alfarraj: Computer Science Department, Community College, King Saud University, Riyadh, 11437, Saudi Arabia | Majed Alowaidi: Department of Information Technology, College of Computer and Information Sciences, Majmaah University, Majmaah, 11952, Saudi Arabia",No immediate action; retain OpenAlex resolution as fallback metadata.,Heuristic review priority; not a probability or correction
DFBench: Benchmarking Deepfake Image Detection Capability of Large Multimodal Models,2025,0,low,No specific local institution risk signal detected,Shanghai Jiao Tong University,CN,"Shanghai Jiao Tong University: Jiarui Wang, Huiyu Duan, Juntong Wang, Ziheng Jia, Woo Yi Yang, Xiaorong Zhu, Yu Zhao, Jiaying Qian, Yuke Xing, Guangtao Zhai, Xiongkuo Min","Jiarui Wang: Shanghai Jiao Tong University, Shanghai, China | Huiyu Duan: Shanghai Jiao Tong University, Shanghai, China | Juntong Wang: Shanghai Jiao Tong University, Shanghai, China | Ziheng Jia: Shanghai Jiao Tong University, Shanghai, China | Woo Yi Yang: Shanghai Jiao Tong University, Shanghai, China | Xiaorong Zhu: Shanghai Jiao Tong University, Shanghai, China | Yu Zhao: Shanghai Jiao Tong University, Shanghai, China | Jiaying Qian: Shanghai Jiao Tong University, Shanghai, China | Yuke Xing: Shanghai Jiao Tong University, Shanghai, China | Guangtao Zhai: Shanghai Jiao Tong University, Shanghai, China | Xiongkuo Min: Shanghai Jiao Tong University, Shanghai, China",No immediate action; retain OpenAlex resolution as fallback metadata.,Heuristic review priority; not a probability or correction
Diffusion Models as a Representation Learner for Deepfake Image Detection,2024,0,low,No specific local institution risk signal detected,Computer Research Institute of Montréal,CA,"Computer Research Institute of Montréal: Rajjeshwar Ganguly, Mamadou Dian Bah, Mohamed Dahmane","Rajjeshwar Ganguly: Computer Research Institute of Montreal (CRIM), Montreal, Canada | Mamadou Dian Bah: Computer Research Institute of Montreal (CRIM), Montreal, Canada | Mohamed Dahmane: Computer Research Institute of Montreal (CRIM), Montreal, Canada",No immediate action; retain OpenAlex resolution as fallback metadata.,Heuristic review priority; not a probability or correction
Digital Image Forensic Analyzer to Detect AI-generated Fake Images,2023,0,low,No specific local institution risk signal detected,Bowie State University,US,"Bowie State University: Galamo Monkam, Jie Yan","Galamo Monkam: Bowie State University,Department of Computer Science,Bowie,USA | Department of Computer Science, Bowie State University, Bowie, USA | Jie Yan: Bowie State University,Department of Computer Science,Bowie,USA | Department of Computer Science, Bowie State University, Bowie, USA",No immediate action; retain OpenAlex resolution as fallback metadata.,Heuristic review priority; not a probability or correction
Do GANs Leave Artificial Fingerprints?,2019,0,low,No specific local institution risk signal detected,University of Naples Federico II,IT,"University of Naples Federico II: Francesco Marra, Diego Gragnaniello, Luisa Verdoliva, Giovanni Poggi","Francesco Marra: Dep. of Electrical Engineering and Information Technology, University Federico II of Naples, Naples, Italy | Diego Gragnaniello: Dep. of Electrical Engineering and Information Technology, University Federico II of Naples, Naples, Italy | Luisa Verdoliva: Dep. of Electrical Engineering and Information Technology, University Federico II of Naples, Naples, Italy | Giovanni Poggi: Dep. of Electrical Engineering and Information Technology, University Federico II of Naples, Naples, Italy",No immediate action; retain OpenAlex resolution as fallback metadata.,Heuristic review priority; not a probability or correction
Does an emotional connection to art really require a human artist? Emotion and intentionality responses to AI- versus human-created art and impact on aesthetic experience,2023,0,low,No specific local institution risk signal detected,University of Vienna | Humboldt-Universität zu Berlin,AT | DE,"University of Vienna: Theresa Rahel Demmer, Corinna Kühnapfel, Matthew Pelowski | Humboldt-Universität zu Berlin: Joerg Fingerhut","Theresa Rahel Demmer: University of Vienna, Faculty of Psychology, Vienna, Austria | Corinna Kühnapfel: University of Vienna, Faculty of Psychology, Vienna, Austria | Joerg Fingerhut: Humboldt-Universität zu Berlin, Berlin School of Mind & Brain, Department of Philosophy, Berlin, Germany | Matthew Pelowski: University of Vienna, Faculty of Psychology, Vienna, Austria",No immediate action; retain OpenAlex resolution as fallback metadata.,Heuristic review priority; not a probability or correction
EasyDeep: An IoT Friendly Robust Detection Method for GAN Generated Deepfake Images in Social Media,2022,0,low,No specific local institution risk signal detected,University of North Texas | Ollscoil na Gaillimhe – University of Galway,US | IE,"University of North Texas: Alakananda Mitra, Saraju P. Mohanty, Elias Kougianos | Ollscoil na Gaillimhe – University of Galway: Peter Corcoran","Alakananda Mitra: Department of Computer Science and Engineering, University of North Texas, Denton, USA | Saraju P. Mohanty: Department of Computer Science and Engineering, University of North Texas, Denton, USA | Peter Corcoran: School of Engineering and Informatics, National University of Ireland, Galway, Ireland | Elias Kougianos: Department of Electrical Engineering, University of North Texas, Denton, USA",No immediate action; retain OpenAlex resolution as fallback metadata.,Heuristic review priority; not a probability or correction
EKILA: Synthetic Media Provenance and Attribution for Generative Art,2023,0,low,No specific local institution risk signal detected,University of Surrey | Adobe Systems (United States),GB | US,"University of Surrey: Kar Balan, Andrew Gilbert, John Collomosse | Adobe Systems (United States): Shruti Agarwal, Simon Jenni, Andy Parsons, John Collomosse",Kar Balan: University of Surrey | Shruti Agarwal: Adobe Inc | Simon Jenni: Adobe Inc | Andy Parsons: Adobe Inc | Andrew Gilbert: University of Surrey | John Collomosse: Adobe Inc | John Collomosse: University of Surrey,No immediate action; retain OpenAlex resolution as fallback metadata.,Heuristic review priority; not a probability or correction
Enhanced CNN Architecture with Residual Blocks and Regularization for AI-Generated Image Detection,2025,0,low,No specific local institution risk signal detected,Fakir Mohan University,IN,"Fakir Mohan University: Jayanti Rout, Minati Mishra","Jayanti Rout: Fakir Mohan University,P.G. Department of Computer Science,Balasore,Odisha,India | Minati Mishra: Fakir Mohan University,P.G. Department of Computer Science,Balasore,Odisha,India",No immediate action; retain OpenAlex resolution as fallback metadata.,Heuristic review priority; not a probability or correction
