title,year,doi,openalex_url,venue,authors,arxiv_id,arxiv_url,arxiv_year,match_status,title_similarity,author_overlap,match_reason,source,manual_review
Guidelines for clinical trial protocols for interventions involving artificial intelligence: the SPIRIT-AI extension,2020,10.1038/s41591-020-1037-7,https://openalex.org/W3136960503,Nature Medicine,Samantha Cruz Rivera; Xiaoxuan Liu; An‐Wen Chan; Alastair K. Denniston; Melanie Calvert; The SPIRIT-AI and CONSORT-AI Working Group; SPIRIT-AI and CONSORT-AI Steering Group; Ara Darzi; Christopher Holmes; Christopher Yau; David Moher; Hutan Ashrafian; Jonathan J Deeks; Lavinia Ferrante di Ruffano; Livia Faes; Pearse A. Keane; Sebastian J. Vollmer; SPIRIT-AI and CONSORT-AI Consensus Group; Aaron Lee; Adrian Jonas; Andre Esteva; Andrew L. Beam; Maria Beatrice Panico; Cecilia S. Lee; Charlotte Haug; Christophe J. Kelly; Christopher Yau; Cynthia D. Mulrow; Cyrus Espinoza; John Fletcher; David Moher; Dina N. Paltoo; Elaine Manna; Gary Price; Gary S. Collins; Hugh Harvey; James Matcham; João Monteiro; M. Khair ElZarrad; Lavinia Ferrante di Ruffano; Luke Oakden‐Rayner; Melissa D. McCradden; Pearse A. Keane; Richard S. Savage; Robert Golub; Rupa Sarkar; Samuel Rowley,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Common pitfalls and recommendations for using machine learning to detect and prognosticate for COVID-19 using chest radiographs and CT scans,2020,10.17863/cam.64000,https://openalex.org/W3136933888,Research Explorer (The University of Manchester),Michael Roberts; Derek Driggs; Matthew Thorpe; Julian Gilbey; Michael Yeung; Stephan Ursprung; Angelica I. Avilés-Rivero; Christian Etmann; Cathal McCague; Lucian Beer; Jonathan Weir‐McCall; Zhongzhao Teng; Effrossyni Gkrania‐Klotsas; James H.F. Rudd; Evis Sala; Carola‐Bibiane Schönlieb,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Data clustering,1999,10.1145/331499.331504,https://openalex.org/W1992419399,ACM Computing Surveys,Anil K. Jain; M. Narasimha Murty; Patrick J. Flynn,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
AI-generated research paper fabrication and plagiarism in the scientific community,2023,10.1016/j.patter.2023.100706,https://openalex.org/W4323835264,Patterns,Faisal Elali; Leena N. Rachid,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Common pitfalls and recommendations for using machine learning to detect and prognosticate for COVID-19 using chest radiographs and CT scans,2021,10.1038/s42256-021-00307-0,https://openalex.org/W3119527628,Nature Machine Intelligence,Michael Roberts; Derek Driggs; Matthew Thorpe; Julian Gilbey; Michael Yeung; Stephan Ursprung; Angelica I. Aviles-Rivero; Christian Etmann; Cathal McCague; Lucian Beer; Jonathan R. Weir-McCall; Zhongzhao Teng; Effrossyni Gkrania-Klotsas; AIX-COVNET; Alessandro Ruggiero; Anna Korhonen; Emily Jefferson; Emmanuel Ako; Georg Langs; Ghassem Gozaliasl; Guang Yang; Helmut Prosch; Jacobus Preller; Jan Stanczuk; Jing Tang; Johannes Hofmanninger; Judith Babar; Lorena Escudero Sánchez; Muhunthan Thillai; Paula Martin Gonzalez; Philip Teare; Xiaoxiang Zhu; Mishal Patel; Conor Cafolla; Hojjat Azadbakht; Joseph Jacob; Josh Lowe; Kang Zhang; Kyle Bradley; Marcel Wassin; Markus Holzer; Kangyu Ji; Maria Delgado Ortet; Tao Ai; Nicholas Walton; Pietro Lio; Samuel Stranks; Tolou Shadbahr; Weizhe Lin; Yunfei Zha; Zhangming Niu; James H. F. Rudd; Evis Sala; Carola-Bibiane Schönlieb,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Artificial Intelligence (AI) and Internet of Medical Things (IoMT) Assisted Biomedical Systems for Intelligent Healthcare,2022,10.3390/bios12080562,https://openalex.org/W4287834747,Biosensors,Pandiaraj Manickam; Siva Ananth Mariappan; Sindhu Monica Murugesan; Shekhar Hansda; Ajeet Kaushik; Ravikumar B. Shinde; S. P. Thipperudraswamy,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Why Johnny Can’t Prompt: How Non-AI Experts Try (and Fail) to Design LLM Prompts,2023,10.1145/3544548.3581388,https://openalex.org/W4366548330,Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,J.D. Zamfirescu-Pereira; Richmond Y. Wong; Bjoern Hartmann; Qian Yang,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
AI literacy in K-12: a systematic literature review,2023,10.1186/s40594-023-00418-7,https://openalex.org/W4366393300,International Journal of STEM Education,Lorena Casal Otero; Alejandro Catalá; Carmen Fernández-Morante; M. Taboada; Beatriz Cebreiro López; Senén Barro,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
ChatGPT and the rise of generative AI: Threat to academic integrity?,2023,10.1016/j.jrt.2023.100060,https://openalex.org/W4321368061,Journal of Responsible Technology,Damian Eke,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Detecting Deepfake Images Using Deep Learning Techniques and Explainable AI Methods,2022,10.32604/iasc.2023.029653,https://openalex.org/W4285791495,Intelligent Automation & Soft Computing,Wahidul Hasan Abir; Faria Rahman Khanam; Kazi Nabiul Alam; Myriam Hadjouni; Hela Elmannai; Sami Bourouis; Rajesh Dey; Mohammad Monirujjaman Khan,,,,not_found_in_arxiv,0.000,,No arXiv results were returned.,arxiv_api,true
Deep convolutional neural network based medical image classification for disease diagnosis,2019,10.1186/s40537-019-0276-2,https://openalex.org/W2995942064,Journal Of Big Data,Samir S. Yadav; Shivajirao M. Jadhav,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
The promise and challenges of generative AI in education,2024,10.1080/0144929x.2024.2394886,https://openalex.org/W4402128637,Behaviour and Information Technology,Michail N. Giannakos; Roger Azevedo; Peter Brusilovsky; Mutlu Cukurova; Yannis Dimitriadis; Davinia Hernández‐Leo; Sanna Järvelä; Manolis Mavrikis; Bart Rienties,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
"Deepfake Detection Using Deep Learning: A Unified Forensic Approach to Detect AI-Generated Images and Videos with Fusion of Eye, Nose, and Mouth Landmarks",2025,10.20944/preprints202502.0552.v1,https://openalex.org/W4407285822,Preprints.org,Saud Sohail; Syed Muhammad Sajjad; Adeel Zafar; Zafar Iqbal; Zia Muhammad; Muhammad Zafarullah Kazim,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
"Polymeric Micelles in Anticancer Therapy: Targeting, Imaging and Triggered Release",2010,10.1007/s11095-010-0233-4,https://openalex.org/W2099797949,Pharmaceutical Research,Chris Oerlemans; Wouter Bult; Mariska Bos; Gert Storm; J. Frank W. Nijsen; Wim E. Hennink,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
"Leadership is needed for ethical ChatGPT: Character, assessment, and learning using artificial intelligence (AI)",2023,10.53761/1.20.3.02,https://openalex.org/W4323536358,Journal of University Teaching and Learning Practice,Joseph Crawford; Michael Cowling; Kelly‐Ann Allen,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
ChatGPT for good? On opportunities and challenges of large language models for education,2023,10.1016/j.lindif.2023.102274,https://openalex.org/W4323655724,Learning and Individual Differences,Enkelejda Kasneci; Kathrin Seßler; Stefan Küchemann; Maria Bannert; Daryna Dementieva; Frank Fischer; Urs Gasser; Georg Groh; Stephan Günnemann; Eyke Hüllermeier; Stephan Krusche; Gitta Kutyniok; Tilman Michaeli; Claudia Nerdel; Jürgen Pfeffer; Oleksandra Poquet; Michael Sailer; Albrecht Schmidt; Tina Seidel; Matthias Stadler; J. Weller; Jochen Kühn; Gjergji Kasneci,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Detecting Multimedia Generated by Large AI Models: A Survey,2024,10.36227/techrxiv.170723324.44685515/v1,https://openalex.org/W4391563741,"Authorea, Inc.",Li Lin; Neeraj Gupta; Yue Zhang; Hainan Ren; Chun-Hao Liu; Feng Ding; Xin Wang; Xin Li; Luisa Verdoliva; Shu Hu,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
AI hallucination: towards a comprehensive classification of distorted information in artificial intelligence-generated content,2024,10.1057/s41599-024-03811-x,https://openalex.org/W4402923059,Humanities and Social Sciences Communications,Yujie Sun; Dongfang Sheng; Zihan Zhou; Yifei Wu,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Academic Integrity considerations of AI Large Language Models in the post-pandemic era: ChatGPT and beyond,2023,10.53761/1.20.02.07,https://openalex.org/W4321605350,Journal of University Teaching and Learning Practice,Mike Perkins,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
A rapid-screening approach to detect and quantify microplastics based on fluorescent tagging with Nile Red,2017,10.1038/srep44501,https://openalex.org/W2595394306,Scientific Reports,Thomas Maes; Rebecca Jessop; Nikolaus Wellner; Karsten Haupt; Andrew G. Mayes,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Identification of microplastic in effluents of waste water treatment plants using focal plane array-based micro-Fourier-transform infrared imaging,2016,10.1016/j.watres.2016.11.015,https://openalex.org/W2546432926,Water Research,Svenja M. Mintenig; Ivo Int-Veen; Martin G. J. Löder; Sebastian Primpke; Gunnar Gerdts,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Using SAR Images to Detect Ships From Sea Clutter,2008,10.1109/lgrs.2008.915593,https://openalex.org/W2108349280,IEEE Geoscience and Remote Sensing Letters,Mingsheng Liao; Changcheng Wang; Yong Wang; Liming Jiang,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
"Landslide failures detection and mapping using Synthetic Aperture Radar: Past, present and future",2021,10.1016/j.earscirev.2021.103574,https://openalex.org/W3135436966,Earth-Science Reviews,Alessandro Mondini; Fausto Guzzetti; Kang‐Tsung Chang; Oriol Monserrat; Tapas R. Martha; Andrea Manconi,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Circle detection on images using genetic algorithms,2005,10.1016/j.patrec.2005.10.003,https://openalex.org/W2060230922,Pattern Recognition Letters,Víctor Ayala-Ramírez; Carlos H. García-Capulín; Arturo Pérez-García; Raúl E. Sánchez-Yáñez,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
A study of P‐band synthetic aperture radar applicability and performance for Mars exploration: Imaging subsurface geology and detecting shallow moisture,2006,10.1029/2005je002528,https://openalex.org/W2048158785,Journal of Geophysical Research Atmospheres,Philippe Paillou; Y. Lasne; Essam Heggy; J. M. Malézieux; Gilles Ruffié,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Imaging calcium dynamics in living plants using semi-synthetic recombinant aequorins.,1993,10.1083/jcb.121.1.83,https://openalex.org/W2111523408,The Journal of Cell Biology,Marc R. Knight; Nick D. Read; Anthony K. Campbell; Anthony Trewavas,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
First light of the Gemini Planet Imager,2014,10.1073/pnas.1304215111,https://openalex.org/W2068309608,Proceedings of the National Academy of Sciences,Bruce Macintosh; James R. Graham; Patrick Ingraham; Quinn Konopacky; Christian Marois; Marshall D. Perrin; Lisa Poyneer; Brian Bauman; Travis Barman; Adam Burrows; Andrew Cardwell; Jeffrey Chilcote; Robert J. De Rosa; Daren Dillon; René Doyon; Jennifer Dunn; Darren Erikson; Michael P. Fitzgerald; Donald T. Gavel; Stephen J. Goodsell; Markus Hartung; Pascale Hibon; Paul Kalas; James Larkin; Jérôme Maîre; Franck Marchis; Mark S. Marley; James McBride; Maxwell A. Millar‐Blanchaer; Katie M. Morzinski; Andrew Norton; Rebecca Oppenheimer; David W. Palmer; Jennifer Patience; Laurent Pueyo; Fredrik T. Rantakyrö; Naru Sadakuni; Leslie Saddlemyer; Dmitry Savransky; Andrew Serio; Rémi Soummer; Anand Sivaramakrishnan; Inseok Song; Sandrine Thomas; J. Kent Wallace; Sloane Wiktorowicz; Schuyler Wolff,1403.7520,https://arxiv.org/abs/1403.7520,2014,linked_to_arxiv,1.000,,Reused an existing valid arXiv identifier; publication year was preserved.,candidate_metadata,true
An image J plugin for the high throughput image analysis of in vitro scratch wound healing assays,2020,10.1371/journal.pone.0232565,https://openalex.org/W3045497015,PLoS ONE,Alejandra Suarez‐Arnedo; Felipe Torres Figueroa; Camila Clavijo; Pablo Arbeláez; Juan C. Cruz; Carolina Muñoz-Camargo,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
3D ultrasonic imaging based on synthetic aperture focusing technique and space-dependent threshold for detecting submillimetre flaws in strongly scattering metallic materials,2021,10.1016/j.ndteint.2021.102523,https://openalex.org/W3195460639,NDT & E International,Liang Qin; Shuzeng Zhang; Yongfeng Song; Xiongbing Li,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Nonviral delivery of synthetic siRNAs in vivo,2007,10.1172/jci33494,https://openalex.org/W2015729243,Journal of Clinical Investigation,Saghir Akhtar; Ibrahim F. Benter,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Characterization of extracellular vesicles and synthetic nanoparticles with four orthogonal single‐particle analysis platforms,2021,10.1002/jev2.12079,https://openalex.org/W3143289476,Journal of Extracellular Vesicles,Tanina Arab; Emily R. Mallick; Yiyao Huang; Liang Dong; Zhaohao Liao; Zezhou Zhao; Олеся Гололобова; Barbara J. Smith; Norman J. Haughey; Kenneth J. Pienta; Barbara S. Slusher; Patrick M. Tarwater; Juan Pablo Tosar; Angela M. Zivkovic; Wyatt N. Vreeland; Michael E. Paulaitis; Kenneth W. Witwer,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Natural Synthetic Anomalies for Self-supervised Anomaly Detection and Localization,2022,10.1007/978-3-031-19821-2_27,https://openalex.org/W4312570668,Lecture notes in computer science,Hannah M. Schlüter; Jeremy Tan; Benjamin Hou; Bernhard Kainz,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Use of MODIS and Landsat time series data to generate high-resolution temporal synthetic Landsat data using a spatial and temporal reflectance fusion model,2012,10.1117/1.jrs.6.063507,https://openalex.org/W1970515153,Journal of Applied Remote Sensing,Zheng Niu,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Systematic RNA interference reveals that oncogenic KRAS-driven cancers require TBK1,2009,10.1038/nature08460,https://openalex.org/W2123879591,Nature,David A. Barbie; Pablo Tamayo; Jesse S. Boehm; So Young Kim; Susan E. Moody; Ian F. Dunn; Anna C. Schinzel; Péter Sandy; Etienne Meylan; Claudia Scholl; Stefan Fröhling; Edmond M. Chan; Martin L. Sos; Kathrin Michel; Craig H. Mermel; Serena J. Silver; Barbara A. Weir; Jan H. Reiling; Qing Sheng; Piyush B. Gupta; Raymond Wadlow; Hanh Le; Sebastian Hoersch; Ben S. Wittner; Sridhar Ramaswamy; David M. Livingston; David M. Sabatini; Matthew Meyerson; Roman K. Thomas; Eric S. Lander; Jill P. Mesirov; David E. Root; D. Gary Gilliland; Tyler Jacks; William C. Hahn,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
Fluorogenic probes for live-cell imaging of the cytoskeleton,2014,10.1038/nmeth.2972,https://openalex.org/W2058036222,Nature Methods,Gražvydas Lukinavičius; Luc Reymond; Elisa D’Este; Anastasiya Masharina; Fabian Göttfert; Haisen Ta; Angelika Güther; Mathias Fournier; Stefano Rizzo; Herbert Waldmann; Claudia Blaukopf; Christoph Sommer; Daniel W. Gerlich; Hans‐Dieter Arndt; Stefan W. Hell; Kai Johnsson,,,,not_searched,,,Not searched because --max-new-queries was reached.,not_queried,true
