paper_id,display_id,title,doi,arxiv_id,year,publication_type,venue,venue_id,venue_name,venue_acronym,venue_type,venue_track,raw_venue,venue_review_required,venue_review_reason,source_fingerprint
curated:e688194977fa7bbf7db3,openalex:W4416961862,LAID: Lightweight AI-Generated Image Detection in Spatial and Spectral Domains,10.1109/pst65910.2025.11268874,,2025,conference,"Annual International Conference on Privacy, Security, and Trust",venue:annual-international-conference-on-privacy-security-and-trust,"Annual International Conference on Privacy, Security, and Trust",PST,conference,Main,"Annual International Conference on Privacy, Security, and Trust",False,,84eb0ec1824389247663c1373b99c7a1e17c5c16ed95c3609a9707da6ce0cdff
,openalex:W4402727598,LaRE<sup>2</sup>: Latent Reconstruction Error Based Method for Diffusion-Generated Image Detection,10.1109/cvpr52733.2024.01609,2403.17465,2024,conference,IEEE/CVF Conference on Computer Vision and Pattern Recognition,venue:cvpr,IEEE/CVF Conference on Computer Vision and Pattern Recognition,CVPR,conference,Main,2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),False,,3a83a7cd4d6e94a74ee1fbac9affdfb69baa19612b791a45558cdec2dd97ec19
,openalex:W4415343792,LATTE: Latent Trajectory Embedding for Diffusion-Generated Image Detection,https://doi.org/10.48550/arxiv.2507.03054,2507.03054,2025,preprint,arXiv,venue:arxiv,arXiv,,preprint,,ArXiv.org,False,,b95952f7158a7917d4e139e9494087360869630a27a48ab7d6c65adc716adba7
curated:3fcd3bc4dd2c9d8c3b80,openalex:W7135092069,Layer Consistency Matters: Elegant Latent Transition Discrepancy for Generalizable Synthetic Image Detection,https://doi.org/10.48550/arxiv.2603.10598,2603.10598,2026,conference,IEEE/CVF Conference on Computer Vision and Pattern Recognition,venue:cvpr,IEEE/CVF Conference on Computer Vision and Pattern Recognition,CVPR,conference,Main,2026 Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),False,,942fe8e8c3c717ec9713a47cb416a2a546842989f4c4f1650eb7d0238deaa2db
curated:268336295435cfbbbd5d,openalex:W7169545837,Learning a Semantic Similarity Orthogonal Space for Model-Level AI-Generated Image Source Attribution,10.1111/exsy.70359,,2026,journal,Expert Systems,venue:expert-systems,Expert Systems,EXPERT SYST,journal,,Expert Systems,False,,c6643eb79c5650b966768d0084cf5995d8b182feea02fadf942c282efc39a9a4
curated:e8b546496836adcf6c1a,openalex:W7171777762,Learning Generalizable Visual Representations for AI-Generated Image Detection,10.71229/4kj12980,,2026,journal,Al-Noor Journal of Engineering Management and Computer Science,venue:al-noor-journal-of-engineering-management-and-computer-science,Al-Noor Journal of Engineering Management and Computer Science,Noor J. Eng. Mang. Comp. Sc.,journal,,Al-Noor Journal of Engineering Management and Computer Science,False,,282e036807ccddccdf30e9b85c4c97ca54d6e7a1df6ea1f6ec2cbacb6ade2615
,openalex:W4386075954,Learning on Gradients: Generalized Artifacts Representation for GAN-Generated Images Detection,10.1109/cvpr52729.2023.01165,,2023,conference,IEEE/CVF Conference on Computer Vision and Pattern Recognition,venue:cvpr,IEEE/CVF Conference on Computer Vision and Pattern Recognition,CVPR,conference,Main,2023 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),False,,4a6f411925fbe4115fd4e381e72074ec9fa993c1d7c872840ee6a7f5ff3fc695
,openalex:W3169220064,Learning to Disentangle GAN Fingerprint for Fake Image Attribution,10.48550/arxiv.2106.08749,2106.08749,2021,preprint,arXiv,venue:arxiv,arXiv,,preprint,,arXiv (Cornell University),False,,71514f81e43121b54223c44bb6d0c6b845e0de6922efc37aa461b3705c84371b
curated:14272073fa5bc0e301b5,openalex:W4414903171,LEGION: Learning to Ground and Explain for Synthetic Image Detection,https://doi.org/10.1109/iccv51701.2025.01760,2503.15264,2025,conference,IEEE/CVF International Conference on Computer Vision,venue:iccv,IEEE/CVF International Conference on Computer Vision,ICCV,conference,Main,IEEE/CVF International Conference on Computer Vision,False,,294c182fddb7682cdb2ca21740aa261295600273cf69dff6cbd4f6f854f4580d
curated:56afa39191eba5bf8797,openalex:W4401108337,Level Up the Deepfake Detection: A Method to Effectively Discriminate Images Generated by GAN Architectures and Diffusion Models,10.1007/978-3-031-66431-1_43,2303.00608,2024,conference,Intelligent Systems Conference,venue:intelligent-systems-conference,Intelligent Systems Conference,IntelliSys,conference,Main,Intelligent Systems Conference,False,,8afa5338022fb7cfff2ccd68dc718fa8cb62cdff5b40d3570b20ff5961a169e5
curated:0a803e244a205b05642b,openalex:W7169800360,Leveraging DINOv3 with Adapters for Fine-Grained Generative Image Detection,10.1007/978-981-92-3450-9_29,,2026,conference,International Conference on Intelligent Computing,venue:international-conference-on-intelligent-computing,International Conference on Intelligent Computing,ICIC,conference,Main,International Conference on Intelligent Computing (ICIC),False,,82de1036c3edbfb89b6c54ea6ed8a67c4c43934232147665eb89a4c03152a177
curated:7b767faa09af80414296,openalex:W7138200288,Leveraging Failed Samples: A Few-Shot and Training-Free Framework for Generalized Deepfake Detection,10.1609/aaai.v40i33.39998,2508.09475,2026,conference,AAAI Conference on Artificial Intelligence,venue:aaai,AAAI Conference on Artificial Intelligence,AAAI,conference,Main,Proceedings of the AAAI Conference on Artificial Intelligence,False,,4c4e95bd7a3f55a04967127635a750eabc8250df30e7b946f092f6852dc96b1b
curated:dcf7aae2c8590b07aff3,openalex:W3012033723,Leveraging Frequency Analysis for Deep Fake Image Recognition,10.48550/arxiv.2003.08685,2003.08685,2020,conference,International Conference on Machine Learning,venue:icml,International Conference on Machine Learning,ICML,conference,Main,Proceedings of the 37th International Conference on Machine Learning,False,,574545a48f2c3d402d999450a9c972d942c795919d652dc90c79d0b9b2a9e8a4
,openalex:W4391306866,Leveraging Image Gradients for Robust GAN-Generated Image Detection in OSN context,10.1109/vcip59821.2023.10402778,,2023,conference,International Conference on Visual Communications and Image Processing,venue:international-conference-on-visual-communications-and-image-processing,International Conference on Visual Communications and Image Processing,VCIP,conference,Main,2023 IEEE International Conference on Visual Communications and Image Processing (VCIP),False,,93cd1360763921968b351d4f35aef1b415545ad1003641a882ee4f96504a6f9d
curated:f4dc0d6926d1f0237453,openalex:W4404002774,Leveraging Representations from Intermediate Encoder-Blocks for Synthetic Image Detection,10.1007/978-3-031-73220-1_23,2402.19091v2,2024,conference,European Conference on Computer Vision,venue:eccv,European Conference on Computer Vision,ECCV,conference,Main,European Conference on Computer Vision,False,,e7ca4418805c5e550b443ab2638cb24b171d1b0f7a2fb30c6722033aeb49aea1
curated:af017ea331a2238112d7,openalex:W7160998329,Light2Lie: Detecting Deepfake Images Using Physical Reflectance Laws,https://doi.org/10.14722/ndss.2026.230923,,2026,conference,Network and Distributed System Security Symposium,venue:network-and-distributed-system-security-symposium,Network and Distributed System Security Symposium,NDSS,conference,Main,Network and Distributed System Security Symposium,False,,46d90fa3c51b8d83c3c7349b40bed1701c44f5af7d5b07ef9f3419f61d71c08f
curated:854ae0d692bd69098142,openalex:W7201833279,Lightweight Detection of AIGI Based on Multi-Feature Fusion and Phased Optimization,10.1109/dlcv69906.2026.11635629,,2026,conference,International Conference on Computer Vision and Deep Learning,venue:international-conference-on-computer-vision-and-deep-learning,International Conference on Computer Vision and Deep Learning,DLCV,conference,Main,DLCV,False,,488f92a04389775a9153d26772a55352b044ca1f7272bfaf5f549c641d63dd2b
curated:d8df0e4505f5d38ebb28,openalex:W7164849447,Lightweight Image Forgery Detection via Tucker Decomposition for Efficient Edge Deployment,10.1109/tai.2026.3703792,,2026,journal,IEEE Transactions on Artificial Intelligence,venue:ieee-tai,IEEE Transactions on Artificial Intelligence,TAI,journal,,IEEE Transactions on Artificial Intelligence,False,,6c46d2471a462b6aaa81191f89ef1832b4a1e5e1132456b91e742623af7ccfe5
,openalex:W4400828592,Local frequency analysis for diffusion-generated image detection,10.1117/12.3035198,,2024,conference,International Conference on Image Processing and Artificial Intelligence,venue:international-conference-on-image-processing-and-artificial-intelligence,International Conference on Image Processing and Artificial Intelligence,ICIPAl2024,conference,Main,International Conference on Image Processing and Artificial Intelligence (ICIPAl 2024),False,,445a5a77c662923a691dfdaa5929ff911a4fd5b438a9d08062d8bc7e4ce1782d
curated:cf55e35fcf11e09fdd12,openalex:W4416374043,Locate-Then-Examine: Grounded Region Reasoning Improves Detection of AI-Generated Images,10.48550/arxiv.2510.04225,2510.04225,2026,conference,IEEE/CVF Conference on Computer Vision and Pattern Recognition,venue:cvpr,IEEE/CVF Conference on Computer Vision and Pattern Recognition,CVPR,conference,Main,2026 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),False,,0115ba88aadacb15bdcf22b076a9d563b8c173be54ea312ea90ff0a12dcd0928
curated:084e01a1a2191cb4c86a,openalex:W4403570063,LOKI: A Comprehensive Synthetic Data Detection Benchmark Using Large Multimodal Models,10.48550/arxiv.2410.09732,2410.09732,2025,conference,International Conference on Learning Representations,venue:iclr,International Conference on Learning Representations,ICLR,conference,Main,International Conference on Learning Representations,False,,f0dcb75c9c45670c3b95c166623a693dd00bac54a7f687cd6395706308cf074e
,openalex:W4414827699,LoRAX: LoRA eXpandable Networks for Continual Synthetic Image Attribution,https://doi.org/10.48550/arxiv.2504.08149,2504.08149,2024,conference,British Machine Vision Conference,venue:british-machine-vision-conference,British Machine Vision Conference,BMVC,conference,Workshop,ArXiv.org,False,,20d3d20fb03230f7761a59257f12b0e406b200a12e4df5c4225d064d07bbd276
,openalex:W7160100074,LOTA: Bit-Planes Guided AI-Generated Image Detection,10.1109/iccv51701.2025.01602,2510.14230,2025,conference,IEEE/CVF International Conference on Computer Vision,venue:iccv,IEEE/CVF International Conference on Computer Vision,ICCV,conference,Main,2025 IEEE/CVF International Conference on Computer Vision (ICCV),False,,3151864f7aa74f399b3322c0b3ba69e7ffad2d356bb48425b8021fc1a2408bde
curated:5ceb080eeeacfdf0cb8f,openalex:W7155065598,M <sup>2</sup> EA: Multi-VAE Manifold Envelope Alignment for Challenging AI-Generated Image Detection,10.1109/icassp55912.2026.11463215,,2026,conference,"IEEE International Conference on Acoustics, Speech and Signal Processing",venue:icassp,"IEEE International Conference on Acoustics, Speech and Signal Processing",ICASSP,conference,Main,"2025 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",False,,a2073c25b4b3202770f8b589a2aa7ac16b205fe5da8f34ccee93a3084eab4ed3
curated:2c278dcd079ea27d0f73,openalex:W4408354801,MAID: Model Attribution via Inverse Diffusion,10.1109/icassp49660.2025.10888869,,2025,conference,"IEEE International Conference on Acoustics, Speech and Signal Processing",venue:icassp,"IEEE International Conference on Acoustics, Speech and Signal Processing",ICASSP,conference,Main,"2025 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",False,,85f860f9b2db72b946e4a8b704f725fba8907717d007e8af074fd01643cb64df
curated:4c10e64c5b8f09c7333e,openalex:W4414631013,Manifold Induced Biases for Zero-Shot and Few-Shot Detection of Generated Images,10.48550/arxiv.2504.15470,2504.15470,2025,conference,International Conference on Learning Representations,venue:iclr,International Conference on Learning Representations,ICLR,conference,Main,International Conference on Learning Representations (ICLR),False,,13019c339f3632c200bcc13d0dc2d7aa7e2b0e19eead7748676a962fd206a023
curated:34fdf09ae334914a2723,openalex:W4402702998,ManiFPT: Defining and Analyzing Fingerprints of Generative Models,10.1109/cvpr52733.2024.01026,2402.10401,2024,conference,IEEE/CVF Conference on Computer Vision and Pattern Recognition,venue:cvpr,IEEE/CVF Conference on Computer Vision and Pattern Recognition,CVPR,conference,Main,2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),False,,38de33a3b341b5c10f91fc2bb8f3cbeb86fea9bdb9ef282627cd3d76dab79509
,openalex:W4360766590,MaskGAN: A Facial Fusion Algorithm for Deepfake Image Detection,10.1109/cait56099.2022.10072275,,2022,conference,International Conference on Computers and Artificial Intelligence Technologies,venue:international-conference-on-computers-and-artificial-intelligence-technologies,International Conference on Computers and Artificial Intelligence Technologies,CAIT,conference,Main,2022 International Conference on Computers and Artificial Intelligence Technologies (CAIT),False,,ad3e94dcf6bdfb15b894a19328d4413e4022ab9800986c4091fb04362771c826
curated:f523af1f7fe7b16fda75,openalex:W4402916521,MaskSim: Detection of Synthetic Images by Masked Spectrum Similarity Analysis,10.1109/cvprw63382.2024.00390,,2024,conference,IEEE/CVF Conference on Computer Vision and Pattern Recognition,venue:cvpr,IEEE/CVF Conference on Computer Vision and Pattern Recognition,CVPR,conference,Workshop,Zenodo (CERN European Organization for Nuclear Research),False,,7d8000d8f75fdb78cbe975d8c602e283153d1d34de4438e398ab490c39b8a637
,openalex:W4392623241,Mastering Deepfake Detection: A Cutting-edge Approach to Distinguish GAN and Diffusion-model Images,10.1145/3652027,,2024,journal,"ACM Transactions on Multimedia Computing, Communications, and Applications",venue:acm-transactions-on-multimedia-computing-communications-and-applications,"ACM Transactions on Multimedia Computing, Communications, and Applications",TOMM,journal,,ACM Transactions on Multimedia Computing Communications and Applications,False,,64e1fbf5c5fb782addae708ac16af5cc1398e32e0c68bf4fe70896757f6143f1
,openalex:W4391433395,MDTL-NET: Computer-Generated Image Detection Based on Multi-Scale Deep Texture Learning,10.1016/j.eswa.2024.123368,,2024,journal,Expert Systems with Applications,venue:expert-systems-with-applications,Expert Systems with Applications,ESWA,journal,,Expert Systems with Applications,False,,27de27abe38b9d3bb5c95aba4411d7bbd2f59216fd0f23f048c2bd6b36be349e
,openalex:W7125199518,Methods and trends in detecting AI-generated images: A comprehensive review,10.1016/j.cosrev.2026.100908,2502.15176,2026,journal,Computer Science Review,venue:computer-science-review,Computer Science Review,,journal,,Computer Science Review,True,"Journal abbreviation has not been verified; confirm its established short name from the publisher or a bibliographic authority, or explicitly document that the full name is the standard short form.",af77d4671699b0f395c582c257ea7154c4cec391696999e8e38a94775c8b36ab
,openalex:W4415540724,MiraGe: Multimodal Discriminative Representation Learning for Generalizable AI-Generated Image Detection,10.1145/3746027.3755142,2508.01525,2025,conference,ACM International Conference on Multimedia,venue:acm-mm,ACM International Conference on Multimedia,ACM MM,conference,Main,Proceedings of the 33rd ACM International Conference on Multimedia,False,,b737092452223c90ebaefc861f3120bf957fa00891f2d9e6eb41b89c82b875ca
curated:8e9658fa727094695be8,openalex:W7137943215,MIRAGE: Towards AI-Generated Image Detection in the Wild,10.1609/aaai.v40i7.37421,,2026,conference,AAAI Conference on Artificial Intelligence,venue:aaai,AAAI Conference on Artificial Intelligence,AAAI,conference,Main,Proceedings of the AAAI Conference on Artificial Intelligence,False,,8b181bfd23e5449e7ca46c3949dbd04d765b8b52bfad7da18379d200d5526d5c
,openalex:W4414970554,Mirage: Unveiling Hidden Artifacts in Synthetic Images with Large Vision-Language Models,10.48550/arxiv.2510.03840,2510.03840,2025,preprint,arXiv,venue:arxiv,arXiv,,preprint,,ArXiv.org,False,,b95952f7158a7917d4e139e9494087360869630a27a48ab7d6c65adc716adba7
