institution,canonical_institution_name,institution_id,detected_language,related_paper_id,title,year,doi,openalex_url,institution_authors,raw_affiliation,evidence_source,evidence_url,suggested_city,suggested_country,matched_institution,suggested_canonical_institution,match_method,similarity_score,confidence,openalex_institution_id,ror_id,wikidata_id,review_status,location_status,coordinate_status,created_at,updated_at
Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,institution:50c86a6fc102a2c1,,openalex:W2903907439,Cascade learning from adversarial synthetic images for accurate pupil detection,2018,10.1016/j.patcog.2018.12.014,https://openalex.org/W2903907439,Qiang Ji,"Rensselaer Polytechnic Institute, Troy, NY 12180, USA",PDF,,,,,,,,,,,,confirmed,known,known,2026-07-15T14:32:36Z,2026-07-17T22:29:56Z
Qingdao Academy of Intelligent Industries,Qingdao Academy of Intelligent Industries,institution:e64214548d48f667,,openalex:W2903907439,Cascade learning from adversarial synthetic images for accurate pupil detection,2018,10.1016/j.patcog.2018.12.014,https://openalex.org/W2903907439,Chao Gou; Kunfeng Wang; Fei-Yue Wang,"Qingdao Academy of Intelligent Industries, Qingdao 266109, China",,,,,,,,,,,,,confirmed,known,known,2026-07-15T14:32:36Z,2026-07-17T22:36:51Z
Communication University of China,Communication University of China,institution:157163d25dac880f,,openalex:W4400624794,Artifact feature purification for cross-domain detection of AI-generated images,2024,10.1016/j.cviu.2024.104078,https://openalex.org/W4400624794,Haonan Cheng,"State Key Laboratory of Media Convergence and Communication, Communication University of China, Beijing 100024, China",,,,,,,,,,,,,confirmed,known,known,2026-07-15T14:32:36Z,2026-08-22T16:45:46Z
Communication University of China,Communication University of China,institution:157163d25dac880f,,openalex:W4410853187,Noise-Informed Diffusion-Generated Image Detection With Anomaly Attention,2025,10.1109/tifs.2025.3573161,https://openalex.org/W4410853187,Haonan Cheng,"Haonan Cheng is with the State Key Laboratory of Media Convergence and Communication, Communication University of China, Beijing 100024, China.",,,,,,,,,,,,,confirmed,known,known,2026-07-15T14:32:36Z,2026-07-16T00:00:00Z
Peng Cheng Laboratory,Peng Cheng Laboratory,institution:aee00ab2f1fd8132,,curated:7693a9c0107feaf90e10,Are High-Quality AI-Generated Images More Difficult for Models to Detect?,2025,,,Liang Lin; Pengxu Wei,"Peng Cheng Laboratory, Shenzhen, China",PDF,https://proceedings.mlr.press/v267/xiao25g.html,,,,,,,,,,,confirmed,known,known,2026-07-17T21:29:41Z,2026-08-22T16:48:20Z
Alibaba Group,Alibaba Group,institution:73f449eb6a3c05d3,,curated:3c8696103d9d5e608281,DRCT: Diffusion Reconstruction Contrastive Training towards Universal Detection of Diffusion Generated Images,2024,,,Baoying Chen; Jishen Zeng; Rui Yang,Alibaba Group,PDF,https://openreview.net/pdf?id=oRLwyayrh1,Hangzhou,China,,,,,,,,,confirmed,known,known,2026-07-17T21:33:18Z,2026-07-17T22:26:14Z
"WeChat Pay, Tencent","WeChat Pay, Tencent",institution:a5744bc50825ed1f,,curated:386ccd052b812587c286,"All Patches Matter, More Patches Better: Enhance AI-Generated Image Detection via Panoptic Patch Learning",2026,,,Xiujun Shu,"WeChat Pay, Tencent",PDF,https://openreview.net/pdf?id=ob7PJs8kPU,,,,,,,,,,,confirmed,known,known,2026-07-17T21:37:25Z,2026-07-17T22:34:53Z
National Tsing Hua University,National Tsing Hua University,institution:4b215cd9407fb4b1,,curated:b2b738978609f5704f00,HSIC Bottleneck for Cross-Generator and Domain-Incremental Synthetic Image Detection,2026,,https://openalex.org/W7111483085,Hwann-Tzong Chen,"Department of Computer Science, National Tsing Hua University, Taiwan",PDF,https://openreview.net/pdf?id=msLnKDvhBx,,,,,,,,,,,confirmed,known,known,2026-07-17T21:44:15Z,2026-07-17T22:28:46Z
Academia Sinica,Academia Sinica,institution:d2cacec52769f3d9,,curated:b2b738978609f5704f00,HSIC Bottleneck for Cross-Generator and Domain-Incremental Synthetic Image Detection,2026,,https://openalex.org/W7111483085,Chin-Chia Yang; Tyng-Luh Liu,"Institute of Information Science, Academia Sinica, Taiwan",PDF,https://openreview.net/pdf?id=msLnKDvhBx,,,,,,,,,,,confirmed,known,known,2026-07-17T21:44:42Z,2026-07-17T22:38:11Z
Shanghai AI Laboratory,Shanghai AI Laboratory,institution:cd66beec0fcee918,,curated:084e01a1a2191cb4c86a,LOKI: A Comprehensive Synthetic Data Detection Benchmark using Large Multimodal Models,2025,10.48550/arxiv.2410.09732,https://openalex.org/W4403570063,Junyan Ye; Baichuan Zhou; Junan Zhang; Tianyi Bai; Hengrui Kang; Honglin Lin; Zhizheng Wu; Dahua Lin; Conghui He,,PDF,,,,,,,,,,,,confirmed,known,known,2026-07-17T21:47:51Z,2026-07-17T22:32:56Z
SenseTime,SenseTime,institution:f95d5af831e91b94,,curated:084e01a1a2191cb4c86a,LOKI: A Comprehensive Synthetic Data Detection Benchmark using Large Multimodal Models,2025,10.48550/arxiv.2410.09732,https://openalex.org/W4403570063,Conghui He,SenseTime Research,PDF,,,,,,,,,,,,confirmed,known,known,2026-07-17T21:48:10Z,2026-07-17T22:41:53Z
Peng Cheng Laboratory,Peng Cheng Laboratory,institution:aee00ab2f1fd8132,,curated:64635535d7b7b6a12a32,Unveiling Perceptual Artifacts: A Fine-Grained Benchmark for Interpretable AI-Generated Image Detection,2026,,https://openalex.org/W7126001367,Pengxu Wei; Liang Lin,,PDF,,,,,,,,,,,,confirmed,known,known,2026-07-17T21:52:59Z,2026-07-17T22:17:51Z
Australian National University,Australian National University,institution:943b42ad910c2615,,curated:64635535d7b7b6a12a32,Unveiling Perceptual Artifacts: A Fine-Grained Benchmark for Interpretable AI-Generated Image Detection,2026,,https://openalex.org/W7126001367,Weijian Deng,,PDF,,Canberra,Australia,,,,,,,,,confirmed,known,known,2026-07-17T21:53:27Z,2026-07-17T22:19:03Z
Microsoft Research Asia,Microsoft Research Asia,institution:7b971ad17fd639eb,,curated:6c2f591bf6fda3abecbb,Reasoning-Aware AIGC Detection via Alignment and Reinforcement,2026,10.18653/v1/2026.findings-acl.1043,https://openalex.org/W7166812826,Jianxun Lian,,PDF,,Beijing,China,,,,,,,,,confirmed,known,known,2026-07-17T21:58:19Z,2026-07-17T22:41:15Z
Beijing University of Technology,Beijing University of Technology,institution:f060d61d546153f2,,curated:3c22ad3ac0639bf3d2b5,Multiscale Spatial Frequency-Aware Transformer and Saturation Analysis for Universal Deepfake Detection,2026,10.1109/TCYB.2026.3690601,,Xiyuan Hu,"College of Computer Sciences, Beijing University of Technology, Beijing 100124, China",PDF,,,,,,,,,,,,confirmed,known,known,2026-07-17T22:07:29Z,2026-07-17T22:14:47Z
Nottingham Trent University,Nottingham Trent University,institution:c055ca96e505b797,,curated:3c22ad3ac0639bf3d2b5,Multiscale Spatial Frequency-Aware Transformer and Saturation Analysis for Universal Deepfake Detection,2026,10.1109/TCYB.2026.3690601,,Shahid Mumtaz,"Department of Computer Sciences, Nottingham Trent University, NG1 4FQ Nottingham, U.K.",,,,,,,,,,,,,confirmed,known,known,2026-07-17T22:08:14Z,2026-08-22T16:45:40Z
Everest English Boarding Secondary School,Everest English Boarding Secondary School,institution:141dbbea6bba3a37,,openalex:W4405778887,Advanced Detection of AI-Generated Images Through Vision Transformers,2024,10.1109/access.2024.3522759,https://openalex.org/W4405778887,Darshan Lamichhane,"Everest English Boarding Secondary School, Butwal 32907, Nepal",,,,,,,,,,,,,confirmed,known,known,2026-07-17T22:11:45Z,2026-07-17T22:43:11Z
Alibaba Group,Alibaba Group,institution:73f449eb6a3c05d3,,openalex:W4408355373,Spatial-Temporal Reconstruction Error for AIGC-based Forgery Image Detection,2025,https://doi.org/10.1109/icassp49660.2025.10890455,https://openalex.org/W4408355373,Zhenjiang Liu,"Idlefish Network Technology, Alibaba Group",,,Hangzhou,China,,,,,,,,,confirmed,known,known,2026-07-17T22:24:50Z,2026-07-17T22:26:14Z
Vishwakarma Institute of Technology,Vishwakarma Institute of Technology,institution:dbb7fb7fdd9bd486,,openalex:W4392981221,GAN Generated Fake Human Face Image Detection,2024,10.1109/iitcee59897.2024.10467257,https://openalex.org/W4392981221,Swati Shilaskar; Mayur Talewar; Soham Tak; Sidhesh Goud,"Department of Electronics and Telecommunication Engineering, Vishwakarma Institute of Technology, Pune, India",PDF,,,,,,,,,,,,confirmed,known,known,2026-07-17T23:01:41Z,2026-07-17T23:03:23Z
Duke University,Duke University,institution:781afa4ed50a74b8,,curated:6c2f591bf6fda3abecbb,Reasoning-Aware AIGC Detection via Alignment and Reinforcement,2026,10.18653/v1/2026.findings-acl.1043,https://openalex.org/W7166812826,Max Xiong,,PDF,,,,,,,,,,,,confirmed,known,known,2026-07-17T23:04:47Z,2026-07-17T23:25:55Z
Offenburg University of Applied Sciences,Offenburg University of Applied Sciences,institution:59fe0b363dfeb8f5,,curated:b45849aa3f89cc8b64ef,Position: We need to re-think the concept of “real” images.,2026,,,Janis Keuper,"IMLA, Offenburg University, Germany",,,,,,,,,,,,,confirmed,known,known,2026-07-17T23:04:47Z,2026-07-17T23:27:19Z
University of Mannheim,University of Mannheim,institution:957fef132942e033,,curated:b45849aa3f89cc8b64ef,Position: We need to re-think the concept of “real” images.,2026,,,Janis Keuper; Margret Keuper,"University of Mannheim, Germany",,,,,,,,,,,,,confirmed,known,known,2026-07-17T23:04:47Z,2026-07-17T23:25:27Z
Nanjing University of Science and Technology,Nanjing University of Science and Technology,institution:a239b6e2cb8473ef,,curated:3c22ad3ac0639bf3d2b5,Multiscale Spatial Frequency-Aware Transformer and Saturation Analysis for Universal Deepfake Detection,2026,10.1109/TCYB.2026.3690601,,Kaiwen Xu; Yichao Zhou; Yang Xu,"School of Computer Science and Engineering, Nanjing University of Science and Technology, Nanjing 210094, China",PDF,,,,,,,,,,,,confirmed,known,known,2026-07-17T23:04:47Z,2026-07-17T23:23:41Z
Princess Nourah bint Abdulrahman University,Princess Nourah bint Abdulrahman University,institution:a0aa144d9d2444cc,,curated:3c22ad3ac0639bf3d2b5,Multiscale Spatial Frequency-Aware Transformer and Saturation Analysis for Universal Deepfake Detection,2026,10.1109/TCYB.2026.3690601,,Hadeel Alsolai,"Department of Information Systems, College of Computer and Information Sciences, Princess Nourah bint Abdulrahman University, P.O. Box 84428, Riyadh 11671, Saudi Arabia",,,,,,,,,,,,,confirmed,known,known,2026-07-17T23:04:47Z,2026-07-17T23:29:09Z
Hefei Comprehensive National Science Center,Hefei Comprehensive National Science Center,institution:dfb7666cf1c6e052,,openalex:W4390873235,DIRE for Diffusion-Generated Image Detection,2023,10.1109/iccv51070.2023.02051,https://openalex.org/W4390873235,Wengang Zhou; Houqiang Li,"Institute of Artificial Intelligence, Hefei Comprehensive National Science Center",PDF,,,,,,,,,,,,ignore,missing,missing,2026-07-17T23:09:38Z,2026-07-17T23:31:20Z
Merchants Union Consumer Finance Company,Merchants Union Consumer Finance Company,institution:73df77aca515d21a,,openalex:W4390873235,DIRE for Diffusion-Generated Image Detection,2023,10.1109/iccv51070.2023.02051,https://openalex.org/W4390873235,Hong Chen,Merchants Union Consumer Finance Company,PDF,,,,,,,,,,,,confirmed,known,known,2026-07-17T23:09:55Z,2026-07-17T23:32:52Z
Basis International School Naning,BASIS International School Nanjing,institution:04c73587b47761ee,,openalex:W4407129617,Detecting AI Generated Images Through Texture and Frequency Analysis of Patches,2024,10.1109/aivrv63595.2024.10860248,https://openalex.org/W4407129617,Yuming Chen,Basis International School Naning,,,,,,,,,,,,,confirmed,known,known,2026-07-17T23:22:28Z,2026-07-18T14:29:30Z
"Institute of Artificial Intelligence, Hefei Comprehensive National Science Center","Institute of Artificial Intelligence, Hefei Comprehensive National Science Center",institution:db049bef3a2d25e0,,openalex:W4390873235,DIRE for Diffusion-Generated Image Detection,2023,10.1109/iccv51070.2023.02051,https://openalex.org/W4390873235,Wengang Zhou; Houqiang Li,"Institute of Artificial Intelligence, Hefei Comprehensive National Science Center",PDF,,,,,,,,,,,,confirmed,known,known,2026-07-17T23:30:06Z,2026-07-17T23:31:04Z
Nanjing University of Aeronautics and Astronautics,Nanjing University of Aeronautics and Astronautics,institution:17d17325e0e0dae2,,openalex:W4391555851,A Single Simple Patch is All You Need for AI-generated Image Detection,2024,10.48550/arxiv.2402.01123,https://openalex.org/W4391555851,Jiaxuan Chen,,PDF,,,,,,,,,,,,confirmed,known,known,2026-07-17T23:40:12Z,2026-07-20T15:49:49Z
Georgetown University,Georgetown University,institution:40b8f4b8f6c89e51,,openalex:W4407129617,Detecting AI Generated Images Through Texture and Frequency Analysis of Patches,2024,10.1109/aivrv63595.2024.10860248,https://openalex.org/W4407129617,Maryam Yashtini,"Department of Mathematics and Statistics, Georgetown University, Washington DC, USA",,,,,,,,,,,,,confirmed,known,known,2026-07-17T23:40:12Z,2026-07-20T15:48:52Z
A*STAR,A*STAR,institution:91aeee1163fdce71,,curated:3110ea827546b2fd78ff,"Your AI-Generated Image Detector Can Secretly Achieve SOTA Accuracy, If Calibrated",2026,10.1609/aaai.v40i14.38146,https://openalex.org/W7138134961,Muli Yang; Gabriel James Goenawan; Huaiyuan Qin; Fen Fang; Ying Sun; Joo-Hwee Lim; Hongyuan Zhu,,PDF,https://ojs.aaai.org/index.php/AAAI/article/view/38146,,,,,,,,,,,pending_review,known,known,2026-07-21T23:16:37Z,2026-07-21T23:29:06Z
"University at Buffalo, State University of New York","University at Buffalo, State University of New York",institution:612630c2527bff83,,curated:c6bfe8f5199d1d8beb29,Adaptive Test-Time Semantic Debiasing for AI-Generated Image Detection,2025,10.1109/iccvw69036.2025.00165,https://openalex.org/W7131078162,Yu Cai; Siwei Lyu,,PDF,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=11374598,,,,,,,,,,,pending_review,known,known,2026-07-21T23:16:37Z,2026-07-21T23:24:49Z
A*STAR,A*STAR,institution:91aeee1163fdce71,,curated:f7cba2387b8a4131cc7b,Frequency-Aware Deepfake Detection: Improving Generalizability through Frequency Space Domain Learning,2024,10.1609/aaai.v38i5.28310,https://openalex.org/W4393154086,Ping Liu,"Center for Frontier AI Research, Institute of High Performance Computing (IHPC), A*STAR, Singapore",PDF,https://ojs.aaai.org/index.php/AAAI/article/view/28310,,,,,,,,,,,ignore,missing,missing,2026-07-21T23:16:37Z,2026-08-22T16:46:56Z
Université Polytechnique Hauts-de-France,Polytechnic University of Hauts-de-France,institution:1e2fe2432a089705,,openalex:W4393968982,Harnessing the Power of Large Vision Language Models for Synthetic Image Detection,2024,10.48550/arxiv.2404.02726,https://openalex.org/W4393968982,Mamadou Keita; Hassen Bougueffa; Abdelmalik Taleb-Ahmed,,PDF,https://arxiv.org/pdf/2404.02726,,,,,,,,,,,pending_review,known,known,2026-07-21T23:16:37Z,2026-07-26T20:53:57Z
"Agency for Science, Technology and Research","Agency for Science, Technology and Research",institution:6c7dc4ecc36c32ba,,openalex:W4399151866,Text Modality Oriented Image Feature Extraction for Detecting Diffusion-based DeepFake,2024,10.48550/arxiv.2405.18071,https://openalex.org/W4399151866,Qing Guo,"3 CFAR and IHPC, Agency for Science, Technology and Research (A*STAR), Singapore",PDF,https://arxiv.org/pdf/2405.18071v1,,,,,,,,,,,pending_review,known,known,2026-07-21T23:16:37Z,2026-07-21T23:24:49Z
CNRS,CNRS,institution:e6405787e8a9312c,,curated:fa317ff4ccce609227c0,Improving Interpretability and Robustness for the Detection of AI-Generated Images,2024,10.48550/arxiv.2406.15035,https://openalex.org/W4399991031,Serguei Barannikov,"CNRS, Université Paris Cité, France",PDF,https://arxiv.org/pdf/2406.15035v1,,,,,,,,,,,pending_review,known,known,2026-07-21T23:16:37Z,2026-07-21T23:24:49Z
International Institute of Information Technology,International Institute of Information Technology,institution:33f2056ddfd46aaa,,curated:613af6288792f6ece505,The Visual Counter Turing Test (VCT2): A Benchmark for Evaluating AI-Generated Image Detection and the Visual AI Index (VAI),2025,10.18653/v1/2025.ijcnlp-long.100,https://openalex.org/W4404988034,Sainath Reddy Sankepally,"International Institute of Information Technology, India",,,,,,,,,,,,,ignore,missing,missing,2026-07-21T23:16:37Z,2026-07-22T22:18:35Z
IIIT Delhi,IIIT Delhi,institution:b91c4ceb2690766e,,curated:613af6288792f6ece505,The Visual Counter Turing Test (VCT2): A Benchmark for Evaluating AI-Generated Image Detection and the Visual AI Index (VAI),2025,10.18653/v1/2025.ijcnlp-long.100,https://openalex.org/W4404988034,Ashhar Aziz,"IIIT Delhi, India",,,,,,,,,,,,,confirmed,known,known,2026-07-21T23:16:37Z,2026-07-26T17:35:46Z
Amazon AI,Amazon AI,institution:8ab1276f56c9f894,,curated:613af6288792f6ece505,The Visual Counter Turing Test (VCT2): A Benchmark for Evaluating AI-Generated Image Detection and the Visual AI Index (VAI),2025,10.18653/v1/2025.ijcnlp-long.100,https://openalex.org/W4404988034,Vinija Jain,"Amazon AI, USA",,,Seattle,United States,,,,,,,,,confirmed,known,known,2026-07-21T23:16:37Z,2026-07-26T19:20:23Z
Amazon GenAI,Amazon GenAI,institution:75d38d0aaffc30fe,,curated:613af6288792f6ece505,The Visual Counter Turing Test (VCT2): A Benchmark for Evaluating AI-Generated Image Detection and the Visual AI Index (VAI),2025,10.18653/v1/2025.ijcnlp-long.100,https://openalex.org/W4404988034,Aman Chadha,"Amazon GenAI, USA",,,,,,,,,,,,,pending_review,known,known,2026-07-21T23:16:37Z,2026-07-21T23:24:49Z
Liaoning Normal University,Liaoning Normal University,institution:a3a1d363318e4d61,,curated:41a934ce12ecfd2f17e9,EXACT: An Explainable Adaptive SemantiC-Trace framework for AI-generated image forensics,2026,10.1016/j.cviu.2026.104871,https://openalex.org/W7169504023,Hui Shi; Mingyang Liu; Chengcheng Gong,"School of Computer Science and Artificial Intelligence, Liaoning Normal University, Dalian 116029, China",OpenAlex authorships,https://openalex.org/W7169504023,,,,,,,,,,,confirmed,known,known,2026-07-22T20:10:43Z,2026-08-22T16:45:37Z
Yunnan University of Finance and Economics,Yunnan University of Finance and Economics,institution:052cc551c35dadab,,curated:9d722dfb4a3418d86063,Beyond Resizing: A Distribution-Aligned Framework for Robust AI-Generated Image Detection,2026,10.1007/978-981-92-3420-2_35,https://openalex.org/W7168408228,Mingjie Tang; Zhiming Song; Xinyu Ou,"School of Information, Yunnan University of Finance and Economics, Kunming, China | Yunnan Key Laboratory of Service Computing, Yunnan University of Finance and Economics, Kunming, China | Yunnan Provincial Key Laboratory of Artificial Intelligence, Kunming University of Science and Technology, Kunming, China",OpenAlex authorships,https://openalex.org/W7168408228,Kunming,China,,,,,,,,,confirmed,known,known,2026-07-22T20:17:48Z,2026-07-26T20:32:21Z
